Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”,Name: “Table 1 of 1 on page 7 of 13”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,,,,,,
Tally,Tally,,,,,,,,,,,,,,,,,
Selected Coded Field:,Selected Coded Field:,Incident Type,Incident Type,Incident Type,,,,,,,,,,,,,,
Report Period:,Report Period:,1/1/08 - 12/31/08,1/1/08 - 12/31/08,,,,,,,,,,,,,,,
COD,DESCRIPTOR,FREQ,FREQ %,EXPs,CIV,CIV,CIV,CIV,FF,FF DTH,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
E,,,,,DTHS,DTHS %,INJS,INJS %,DTHS,%,INJS,INJS %,,LOSS %,,LOSS %,,LOSS %
,Surf rescue,,,,,,,,,,,,,,,,,
364,,7,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Watercraft rescue,,,,,,,,,,,,,,,,,
365,,176,0.03%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"28,000",0.01%,0,0.00%,"28,000",0.01%
,"Electrical rescue, other",,,,,,,,,,,,,,,,,
370,,6,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Electrocution or,,,,,,,,,,,,,,,,,
371,potential electrocution,11,0.00%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Trapped by power lines,,,,,,,,,,,,,,,,,
372,,7,0.00%,0,0,0.00%,1,0.18%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Rescue or EMS standby,,,,,,,,,,,,,,,,,
381,,"1,086",0.18%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"15,000",0.01%,"8,000",0.01%,"23,000",0.01%
,"Hazardous condition,",,,,,,,,,,,,,,,,,
400,other,"2,645",0.43%,1,0,0.00%,1,0.18%,0,0.00%,1,0.30%,"89,123",0.03%,"9,751",0.01%,"98,874",0.03%
,Flammable gas or liquid,,,,,,,,,,,,,,,,,
410,"condition, other",768,0.12%,1,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Gasoline or other,,,,,,,,,,,,,,,,,
411,flammable liquid spill,"1,987",0.32%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"172,270",0.07%,"3,040",0.00%,"175,310",0.05%
,Gas leak (natural gas or,,,,,,,,,,,,,,,,,
412,LPG),"3,874",0.63%,0,0,0.00%,0,0.00%,0,0.00%,2,0.60%,"3,750",0.00%,"26,000",0.02%,"29,750",0.01%
,Oil or other combustible,,,,,,,,,,,,,,,,,
413,liquid spill,782,0.13%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,"12,000",0.00%,"2,120",0.00%,"14,120",0.00%
,"Toxic condition, other",,,,,,,,,,,,,,,,,
420,,66,0.01%,0,0,0.00%,3,0.53%,0,0.00%,3,0.90%,"1,000",0.00%,0,0.00%,"1,000",0.00%
,Chemical hazard (no,,,,,,,,,,,,,,,,,
421,spill or leak),113,0.02%,0,0,0.00%,1,0.18%,0,0.00%,1,0.30%,0,0.00%,0,0.00%,0,0.00%
,Chemical spill or leak,,,,,,,,,,,,,,,,,
422,,327,0.05%,0,0,0.00%,1,0.18%,0,0.00%,1,0.30%,0,0.00%,0,0.00%,0,0.00%
,Refrigeration leak,,,,,,,,,,,,,,,,,
423,,61,0.01%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Carbon monoxide,,,,,,,,,,,,,,,,,
424,incident,991,0.16%,0,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%,0,0.00%
,Page 7 of 13,,,,,,,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,NFIRS 5.0 National Reporting,,,,,4/7/09 11:17:01 AM,,
