Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”,Name: “Table 1 of 1 on page 116 of 179”
Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,114
NEBRASKA,NEBRASKA,,,,,,,,,
American Lung Association in Nebraska,American Lung Association in Nebraska,,,,,,,,,
"8990 W. Dodge Road, Suite 226",,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Omaha, NE 68114",,,,,,,,,,
(402) 502-4250,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/nebraska,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Douglas,"531,265","139,062","58,328","9,630","29,262","19,561","26,981","29,141","78,102"
,Hall,"60,345","16,485","8,214","1,142","3,242","2,349","3,415","3,555","9,413"
,Knox,"8,573","2,059","1,998",143,468,422,687,661,993
,Lancaster,"293,407","67,464","33,371","4,672","16,914","11,036","15,145","16,333","37,715"
,Sarpy,"165,853","46,823","15,522","3,242","8,904","5,790","7,779","8,585","12,597"
,Scotts Bluff,"36,964","9,121","6,278",632,"2,042","1,582","2,399","2,422","5,788"
,Washington,"20,252","4,895","3,061",339,"1,124",872,"1,291","1,340","1,451"
,Totals,"1,116,659","285,909","126,772","19,799","61,956","41,613","57,697","62,036","146,059"
