Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”,Name: “Table 1 of 1 on page 166 of 179”
Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163,Table: 163
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,164
VIRGINIA,VIRGINIA,,,,,,,,,,,,
American Lung Association in Virginia,American Lung Association in Virginia,,,,,,,,,,,,
"9702 Gayton Road, #110",,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
"Richmond, VA 23238",,,,,,,,,,,,,
(804) 955-4910,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/virginia,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Albemarle,4,0,0,1.3,C,1,0,0,0.3,B,8.5,PASS
,Arlington,32,1,0,11.2,F,0,0,0,0.0,A,INC,INC
,Caroline,8,0,0,2.7,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Chesterfield,7,2,0,3.3,F,0,0,0,0.0,A,9.5,PASS
,Fairfax,31,5,0,12.8,F,2,0,0,0.7,B,9.3,PASS
,Fauquier,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Frederick,2,0,0,0.7,B,0,0,0,0.0,A,10.2,PASS
,Giles,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hanover,13,0,0,4.3,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Henrico,17,1,0,6.2,F,0,0,0,0.0,A,9.3,PASS
,Loudoun,10,0,0,3.3,F,1,0,0,0.3,B,9.5,PASS
,Madison,7,0,0,2.3,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Page,0,0,0,0.0,A,0,0,0,0.0,A,9.1,PASS
,Prince Edward,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Prince William,5,0,0,1.7,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Roanoke,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Rockbridge,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Rockingham,1,0,0,0.3,B,1,0,0,0.3,B,9.9,PASS
,Stafford,11,0,0,3.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Wythe,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Alexandria City,21,3,0,8.5,F,1,0,0,0.3,B,INC,INC
,Bristol City,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,9.8,PASS
,Charles City,13,1,0,4.8,F,0,0,0,0.0,A,8.8,PASS
,Hampton City,9,2,0,4.0,F,1,0,0,0.3,B,INC,INC
,Lynchburg City,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,8.6,PASS
