Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”,Name: “Table 1 of 1 on page 163 of 179”
Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160,Table: 160
,,,,,,,,,,,,
,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
,,,,,,,24 Hour,24 Hour,,,Annual,
,,,,Wgt.,,,,,Wgt.,,Design,Pass/
County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
Bennington,1,0,0,0.3,B,0,0,0,0.0,A,7.0,PASS
Chittenden,0,0,0,0.0,A,1,0,0,0.3,B,7.2,PASS
Rutland,DNC,DNC,DNC,DNC,DNC,3,0,0,1.0,C,9.6,PASS
VERMONT,,,,,,,,,,,,
,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,161
