Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”,Name: “Table 1 of 1 on page 72 of 179”
Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69,Table: 69
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,70
FLORIDA,,,,,,,,,,,,,
American Lung Association in Florida,American Lung Association in Florida,,,,,,,,,,,,
6852 Belfort Oaks Place,,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,
"Jacksonville, FL 32216",,,,,,,,,,,,,
(904) 743-2933,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/florida,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Alachua,0,0,0,0.0,A,0,1,0,0.5,B,7.7,PASS
,Baker,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Bay,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Brevard,1,0,0,0.3,B,0,0,0,0.0,A,6.5,PASS
,Broward,1,0,0,0.3,B,1,0,0,0.3,B,6.7,PASS
,Citrus,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,7.3,PASS
,Collier,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Columbia,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Duval,2,0,0,0.7,B,6,3,0,3.5,F,8.1,PASS
,Escambia,5,0,0,1.7,C,0,0,0,0.0,A,9.0,PASS
,Flagler,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Highlands,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hillsborough,12,0,0,4.0,F,0,0,0,0.0,A,7.6,PASS
,Holmes,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Indian River,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Lake,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Lee,0,0,0,0.0,A,0,0,0,0.0,A,6.9,PASS
,Leon,0,0,0,0.0,A,0,0,0,0.0,A,9.5,PASS
,Liberty,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Manatee,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Marion,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Martin,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Miami-Dade,2,0,0,0.7,B,2,0,0,0.7,B,7.5,PASS
,Okaloosa,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Orange,9,0,0,3.0,D,0,0,0,0.0,A,7.0,PASS
,Osceola,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
