Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”,Name: “Table 1 of 1 on page 172 of 179”
Table: 169,Table: 169,Table: 169,Table: 169,Table: 169,Table: 169,Table: 169,Table: 169,Table: 169,Table: 169,Table: 169
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,170
WISCONSIN,WISCONSIN,,,,,,,,,
American Lung Association in Wisconsin,American Lung Association in Wisconsin,,,,,,,,,
"13100 West Lisbon Road, Suite 700",,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Brookfield, WI 53005-2508",,,,,,,,,,
(262) 703-4200,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/wisconsin,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Ashland,"15,992","3,637","2,701",279,"1,054",675,"1,054","1,100","2,676"
,Brown,"253,032","62,085","31,043","4,758","16,409","9,426","13,987","15,038","29,711"
,Columbia,"56,539","12,855","8,646",985,"3,736","2,341","3,591","3,793","5,130"
,Dane,"503,523","107,102","55,636","8,208","34,172","18,222","26,371","28,679","62,611"
,Dodge,"88,415","18,767","13,909","1,438","5,955","3,697","5,682","5,986","7,972"
,Door,"27,817","4,899","6,808",375,"1,934","1,427","2,351","2,379","2,953"
,Eau Claire,"100,677","20,811","13,360","1,595","6,860","3,792","5,656","6,025","14,558"
,Florence,"4,482",730,"1,061",56,317,234,382,390,579
,Fond du Lac,"101,843","22,686","16,003","1,739","6,766","4,208","6,483","6,819","9,244"
,Forest,"9,206","1,979","1,959",152,612,421,685,696,"1,382"
,Grant,"51,087","10,603","8,204",813,"3,461","2,061","3,183","3,325","6,914"
,Jefferson,"84,498","19,666","11,824","1,507","5,556","3,318","5,021","5,336","8,263"
,Kenosha,"167,936","42,009","19,754","3,219","10,829","6,199","9,144","9,876","21,965"
,Kewaunee,"20,624","4,710","3,661",361,"1,355",893,"1,407","1,462","1,835"
,La Crosse,"116,461","24,184","16,278","1,853","7,916","4,504","6,782","7,195","15,577"
,Manitowoc,"80,671","17,314","14,397","1,327","5,397","3,557","5,589","5,819","8,055"
,Marathon,"134,735","32,203","20,250","2,468","8,769","5,424","8,321","8,777","14,558"
,Milwaukee,"955,205","238,124","111,945","18,249","61,683","33,870","49,912","53,672","209,201"
,Oneida,"35,714","6,302","8,131",483,"2,488","1,787","2,907","2,966","4,022"
,Outagamie,"178,816","43,713","22,141","3,350","11,607","6,741","10,016","10,771","15,765"
,Ozaukee,"86,823","19,484","14,165","1,493","5,749","3,738","5,791","6,092","4,730"
,Racine,"194,797","47,372","27,040","3,630","12,632","7,687","11,640","12,390","25,505"
,Rock,"160,418","39,023","23,048","2,991","10,394","6,277","9,566","10,118","23,344"
,Sauk,"62,597","14,534","9,963","1,114","4,105","2,570","3,976","4,170","6,157"
,Sheboygan,"115,009","26,716","17,789","2,047","7,547","4,734","7,286","7,677","12,043"
