Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”,Name: “Table 1 of 1 on page 57 of 179”
Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54,Table: 54
,,,,,,,,,,,,
,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
,,,,,,,24 Hour,24 Hour,,,Annual,Annual
,,,,Wgt.,,,,,Wgt.,,Design,Pass/
County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
Arkansas,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,10.8,PASS
Ashley,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,10.8,PASS
Clark,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Crittenden,21,0,0,7.0,F,0,0,0,0.0,A,11.2,PASS
Faulkner,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,INC,INC
Garland,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,11.0,PASS
Jackson,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,10.3,PASS
Newton,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Phillips,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,INC,INC
Polk,9,0,0,3.0,D,0,0,0,0.0,A,10.8,PASS
Pope,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,INC,INC
Pulaski,23,0,0,7.7,F,1,0,0,0.3,B,12.2,FAIL
Sebastian,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
Union,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,11.4,PASS
Van Buren,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Washington,9,0,0,3.0,D,0,0,0,0.0,A,10.8,PASS
White,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
ARKANSAS,,,,,,,,,,,,
,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,55
