Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”,Name: “Table 1 of 1 on page 74 of 179”
Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71,Table: 71
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,72
GEORGIA,GEORGIA,,,,,,,,,
American Lung Association in Georgia,American Lung Association in Georgia,,,,,,,,,
2452 Spring Road,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Smyrna, GA 30080-3862",,,,,,,,,,
(770) 434-5864,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/georgia,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Bibb,"156,462","39,789","20,346","4,305","9,578","8,561","10,850","12,117","41,206"
,Chatham,"276,434","61,825","35,557","6,690","17,507","15,096","18,704","20,966","53,444"
,Chattooga,"25,725","5,770","3,967",624,"1,641","1,517","1,986","2,192","5,523"
,Clarke,"120,266","21,261","10,811","2,301","7,931","5,846","6,274","7,313","37,162"
,Clayton,"265,888","75,822","19,647","8,204","15,544","12,549","14,169","16,542","74,049"
,Cobb,"707,442","177,002","68,410","19,153","43,531","36,834","43,751","50,162","96,826"
,Columbia,"131,627","34,590","14,431","3,743","7,989","7,013","8,629","9,776","13,065"
,Coweta,"130,929","34,486","15,042","3,732","7,935","7,006","8,696","9,812","16,450"
,Dawson,"22,422","4,942","3,603",535,"1,444","1,371","1,821","2,006","2,865"
,DeKalb,"707,089","168,693","67,499","18,254","44,009","36,443","42,659","49,029","146,492"
,Dougherty,"94,501","24,334","11,835","2,633","5,743","5,038","6,304","7,059","31,101"
,Douglas,"133,971","36,943","12,749","3,997","7,966","6,772","8,081","9,251","20,066"
,Floyd,"96,177","22,989","14,338","2,488","6,004","5,484","7,132","7,879","21,533"
,Fulton,"977,773","227,967","93,819","24,667","61,208","50,374","58,758","67,545","179,513"
,Glynn,"81,022","19,130","13,195","2,070","5,098","4,819","6,427","7,051","15,675"
,Gwinnett,"842,046","237,794","65,280","25,731","49,562","40,774","46,762","54,385","122,941"
,Hall,"185,416","50,975","23,175","5,516","11,008","9,716","12,230","13,667","35,181"
,Henry,"209,053","57,828","19,579","6,257","12,428","10,587","12,624","14,469","27,359"
,Houston,"146,136","38,005","15,971","4,112","8,871","7,667","9,358","10,606","24,225"
,Lowndes,"114,552","27,110","11,548","2,933","7,092","5,722","6,649","7,607","27,240"
,Murray,"39,392","10,366","4,720","1,122","2,386","2,114","2,643","2,971","8,534"
,Muscogee,"198,413","50,331","22,885","5,446","12,094","10,342","12,639","14,261","35,501"
,Paulding,"144,800","41,716","12,383","4,514","8,445","7,016","8,185","9,440","17,248"
,Pike,"17,810","4,594","2,454",497,"1,090","1,007","1,303","1,449","2,210"
,Richmond,"202,587","49,195","24,006","5,323","12,548","10,826","13,309","15,002","52,680"
