Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”,Name: “Table 1 of 1 on page 67 of 179”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,,,,
,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
,,,,,,,24 Hour,24 Hour,,,Annual,
,,,,Wgt.,,,,,Wgt.,,Design,Pass/
County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
Kent,22,1,0,7.8,F,0,0,0,0.0,A,9.0,PASS
New Castle,36,2,0,13.0,F,6,1,0,2.5,D,10.4,PASS
Sussex,26,3,0,10.2,F,0,0,0,0.0,A,9.0,PASS
DELAWARE,,,,,,,,,,,,
,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,65
