Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”,Name: “Table 1 of 1 on page 20 of 179”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,,,,
,,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,18
People at Risk in 25 Most Ozone-Polluted Counties,People at Risk in 25 Most Ozone-Polluted Counties,People at Risk in 25 Most Ozone-Polluted Counties,People at Risk in 25 Most Ozone-Polluted Counties,People at Risk in 25 Most Ozone-Polluted Counties,People at Risk in 25 Most Ozone-Polluted Counties,People at Risk in 25 Most Ozone-Polluted Counties,,,,,,,
,,,,,,,,,,,,High Ozone Days in,High Ozone Days in
,,,,,,,,,,,,"Unhealthy Ranges,","Unhealthy Ranges,"
,,,,,,,,At-Risk Groups,,,,2010–2012,2010–2012
2014,2014,,,Total,,65 and,Pediatric,Adult,,CV,,Weighted,
Rank1,Rank1,County,ST,Population2,Under 183,Over3,"Asthma4,6","Asthma5,6",COPD7,Disease 8,Poverty 9,Avg. 10,Grade11
,1,San Bernardino,CA,"2,081,313","586,445","198,966","51,443","131,079","65,782","90,970","415,927",121.8,F
,2,Riverside,CA,"2,268,783","621,038","281,587","54,477","145,184","77,188","111,695","398,252",103.7,F
,3,Tulare,CA,"451,977","145,180","44,587","12,735","26,863","13,613","19,060","132,911",88.7,F
,4,Kern,CA,"856,158","255,815","80,525","22,440","52,552","26,262","36,291","195,433",78.5,F
,5,Los Angeles,CA,"9,962,789","2,360,255","1,144,579","207,040","667,835","343,914","485,919","1,873,522",77.5,F
,6,Fresno,CA,"947,895","277,928","100,217","24,380","58,731","30,020","42,282","263,134",64.5,F
,7,Sacramento,CA,"1,450,121","361,613","172,884","31,721","95,947","50,393","72,061","279,494",35.3,F
,8,Kings,CA,"151,364","41,880","12,839","3,674","9,534","4,591","6,174","28,388",29.2,F
,9,Harris,TX,"4,253,700","1,172,689","369,564","91,322","208,914","149,358","209,659","783,419",28.7,F
10,10,Uintah,UT,"34,524","11,596","3,153",823,"2,035",893,"1,314","3,453",28.3,F
11,11,Madera,CA,"152,218","43,129","18,551","3,783","9,611","5,104","7,379","33,785",27.8,F
12,12,Stanislaus,CA,"521,726","145,520","59,055","12,765","33,120","17,294","24,655","103,926",21.2,F
13,13,Harford,MD,"248,622","58,392","33,598","5,991","17,038","10,697","15,018","19,458",21.0,F
13,13,Tarrant,TX,"1,880,153","517,226","180,052","40,278","93,010","68,815","97,577","287,871",21.0,F
15,15,Clark,NV,"2,000,759","490,544","245,958","31,584","110,956","109,496","127,890","324,535",19.7,F
16,16,El Dorado,CA,"180,561","39,053","29,562","3,426","12,747","7,490","11,383","16,708",19.3,F
17,17,Placer,CA,"361,682","85,361","59,884","7,488","24,681","14,298","21,761","32,697",19.2,F
18,18,Maricopa,AZ,"3,942,169","1,011,779","511,775","86,239","253,288","169,717","240,904","675,704",18.7,F
19,19,Fairfield,CT,"933,835","224,965","130,626","27,176","70,430","38,296","49,366","81,756",18.5,F
