Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”,Name: “Table 1 of 1 on page 85 of 179”
Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82
,,,,,,,,,
,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
,,,,,,,Cardio-,,
,Total,,65 &,Pediatric,Adult,,vascular,,
County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
Perry,"19,462","4,009","3,102",379,"1,405","1,232","1,601","1,782","2,586"
Porter,"165,682","38,802","22,163","3,672","11,540","9,842","12,456","14,093","16,958"
Posey,"25,599","5,880","3,934",557,"1,806","1,627","2,112","2,363","2,403"
Shelby,"44,471","10,590","6,521","1,002","3,090","2,719","3,504","3,927","5,555"
Spencer,"20,837","4,782","3,474",453,"1,468","1,342","1,769","1,959","2,062"
St. Joseph,"266,344","64,450","36,796","6,100","18,264","15,388","19,617","22,010","42,538"
Tippecanoe,"177,513","36,472","17,606","3,452","12,529","9,026","10,655","12,338","33,204"
Vanderburgh,"180,858","39,761","26,620","3,763","12,768","10,854","13,931","15,570","26,561"
Vigo,"108,428","22,748","15,056","2,153","7,716","6,331","8,011","8,999","20,128"
Wabash,"32,361","7,200","6,093",681,"2,283","2,087","2,816","3,059","3,817"
Warrick,"60,463","15,135","8,920","1,432","4,135","3,660","4,736","5,295","5,772"
Whitley,"33,342","7,972","4,978",754,"2,315","2,051","2,653","2,967","3,137"
Totals,"4,956,500","1,208,592","641,943","114,385","339,103","282,035","355,353","401,637","761,018"
INDIANA,,,,,,,,,
,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,83
