Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”,Name: “Table 1 of 1 on page 122 of 179”
Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,120
NEW JERSEY,NEW JERSEY,,,,,,,,,
American Lung Association in New Jersey,American Lung Association in New Jersey,,,,,,,,,
1031 Route 22 West Suite 203,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Bridgewater, NJ 08807-2919",,,,,,,,,,
(908) 685-8040,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/newjersey,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Atlantic,"275,422","62,646","41,301","5,505","18,384","12,063","16,517","20,466","38,245"
,Bergen,"918,888","201,282","143,236","17,687","61,906","41,034","56,506","69,838","72,647"
,Camden,"513,539","121,732","69,475","10,697","34,068","21,490","28,760","35,928","63,861"
,Cumberland,"157,785","37,525","20,706","3,297","10,506","6,451","8,494","10,642","27,144"
,Essex,"787,744","192,607","94,300","16,925","52,108","31,422","40,894","51,615","132,434"
,Gloucester,"289,586","68,202","38,449","5,993","19,227","12,184","16,347","20,457","24,404"
,Hudson,"652,302","133,176","68,796","11,702","46,075","25,443","31,170","40,039","107,096"
,Hunterdon,"127,050","28,081","17,919","2,468","8,493","5,735","7,968","9,933","5,664"
,Mercer,"368,303","81,582","48,586","7,169","25,008","15,468","20,456","25,661","36,894"
,Middlesex,"823,041","183,858","105,607","16,156","55,866","34,112","44,752","56,272","77,061"
,Monmouth,"629,384","144,249","92,653","12,675","41,794","27,797","38,330","47,566","45,472"
,Morris,"497,999","113,911","73,115","10,010","33,127","21,901","30,104","37,368","23,017"
,Ocean,"580,470","134,916","125,053","11,855","37,774","28,080","41,034","49,111","62,772"
,Passaic,"502,885","122,743","63,459","10,786","33,208","20,349","26,756","33,612","76,698"
,Union,"543,976","130,691","69,743","11,484","36,015","22,374","29,663","37,222","58,609"
,Warren,"107,653","24,211","16,022","2,127","7,188","4,783","6,598","8,184","7,285"
,Totals,"7,776,027","1,781,412","1,088,420","156,537","520,746","330,687","444,347","553,916","859,303"
