Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”,Name: “Table 1 of 1 on page 114 of 179”
Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,112
MONTANA,MONTANA,,,,,,,,,
American Lung Association in Montana,American Lung Association in Montana,,,,,,,,,
3919 Heritage Way,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
Missoula MT 59802,,,,,,,,,,
(406) 728-0368,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/montana,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Fergus,"11,435","2,220","2,590",170,862,651,947,777,"1,568"
,Flathead,"91,633","20,769","14,420","1,589","6,684","4,451","6,096","5,292","12,942"
,Gallatin,"92,614","18,965","9,536","1,451","7,067","3,726","4,757","4,187","11,859"
,Glacier,"13,711","4,358","1,441",334,890,524,685,610,"4,073"
,Lewis and Clark,"64,876","14,289","9,626","1,094","4,780","3,097","4,193","3,671","7,101"
,Lincoln,"19,491","3,696","4,402",283,"1,473","1,139","1,646","1,377","3,986"
,Missoula,"110,977","21,388","13,807","1,637","8,559","4,833","6,353","5,511","16,277"
,Phillips,"4,128",877,861,67,304,229,329,277,654
,Powder River,"1,763",315,420,24,135,106,154,128,206
,Ravalli,"40,617","8,468","8,545",648,"3,008","2,243","3,223","2,690","6,566"
,Richland,"10,810","2,564","1,488",196,781,492,660,579,"1,019"
,Rosebud,"9,396","2,751","1,162",211,629,397,529,470,"1,724"
,Sanders,"11,408","2,222","2,721",170,855,678,991,819,"2,733"
,Silver Bow,"34,403","7,202","5,726",551,"2,570","1,693","2,342","1,993","6,252"
,Totals,"517,262","110,084","76,745","8,425","38,597","24,257","32,904","28,381","76,960"
