Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”,Name: “Table 1 of 1 on page 126 of 179”
Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123,Table: 123
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,124
NEW YORK,NEW YORK,,,,,,,,,
American Lung Association in New York,American Lung Association in New York,,,,,,,,,
"418 Broadway, First Floor",,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Albany, NY 12207",,,,,,,,,,
(518) 465-2013,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/newyork,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Albany,"305,455","58,590","44,519","5,360","22,855","15,304","19,786","23,987","40,180"
,Bronx,"1,408,473","368,422","154,013","33,707","95,581","59,885","74,256","91,835","422,828"
,Chautauqua,"133,539","28,348","23,101","2,594","9,815","7,049","9,464","11,261","26,866"
,Chemung,"88,911","19,594","14,340","1,793","6,460","4,561","6,082","7,271","12,900"
,Dutchess,"297,322","63,189","43,004","5,781","21,775","14,912","19,647","23,692","27,335"
,Erie,"919,086","192,970","147,944","17,655","67,573","47,300","62,711","75,118","125,562"
,Essex,"38,961","7,151","7,762",654,"2,984","2,236","3,069","3,615","5,196"
,Franklin,"51,795","10,355","7,231",947,"3,840","2,567","3,327","4,038","8,446"
,Hamilton,"4,778",740,"1,197",68,384,314,450,521,490
,Herkimer,"64,508","13,780","11,553","1,261","4,745","3,467","4,702","5,573","8,345"
,Jefferson,"120,262","29,910","13,809","2,736","8,289","5,180","6,380","7,893","17,454"
,Kings,"2,565,635","603,223","301,143","55,189","180,310","113,525","140,862","173,884","615,319"
,Madison,"72,382","15,027","10,830","1,375","5,336","3,678","4,857","5,845","8,907"
,Monroe,"747,813","163,317","109,880","14,942","54,234","36,939","48,270","58,250","107,493"
,Nassau,"1,349,233","303,367","213,134","27,755","97,555","68,930","92,174","110,206","91,232"
,New York,"1,619,090","240,870","225,451","22,037","126,450","79,951","98,814","121,715","278,736"
,Niagara,"215,124","44,736","35,607","4,093","15,908","11,337","15,224","18,162","30,995"
,Oneida,"233,556","49,886","39,254","4,564","17,120","12,177","16,271","19,408","36,510"
,Onondaga,"466,852","103,694","68,315","9,487","33,723","23,046","30,209","36,428","67,790"
,Orange,"374,512","98,383","44,049","9,001","25,571","16,784","21,616","26,385","45,378"
,Oswego,"121,700","26,925","16,438","2,463","8,796","5,910","7,704","9,340","19,469"
,Putnam,"99,607","22,246","13,667","2,035","7,223","4,991","6,663","8,026","6,150"
,Queens,"2,272,771","465,957","300,295","42,631","166,728","108,480","137,798","168,445","365,573"
,Rensselaer,"159,835","33,080","22,887","3,027","11,763","7,956","10,384","12,560","17,897"
,Richmond,"470,728","106,714","64,414","9,763","33,764","22,711","29,562","35,815","56,204"
