Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”,Name: “Table 1 of 1 on page 176 of 179”
Table: 173,Table: 173,Table: 173,Table: 173,Table: 173,Table: 173,Table: 173,Table: 173,Table: 173,Table: 173,Table: 173
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,174
WYOMING,WYOMING,,,,,,,,,
American Lung Association in Wyoming,American Lung Association in Wyoming,,,,,,,,,
822 John Street,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Seattle, WA 98109",,,,,,,,,,
(206) 441-4100,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/wyoming,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Albany,"37,276","6,088","3,396",523,"2,832","1,811","1,868","2,174","8,559"
,Big Horn,"11,794","2,991","2,183",257,793,692,818,907,"1,375"
,Campbell,"47,874","13,322","2,991","1,145","3,111","2,072","2,105","2,698","3,292"
,Carbon,"15,666","3,572","2,112",307,"1,089",850,950,"1,114","1,988"
,Converse,"14,008","3,440","1,889",296,951,752,844,991,"1,316"
,Crook,"7,155","1,615","1,241",139,498,429,499,572,605
,Fremont,"41,110","10,342","6,269",889,"2,772","2,259","2,585","2,951","6,499"
,Laramie,"94,483","22,186","12,494","1,906","6,517","5,021","5,597","6,514","10,118"
,Natrona,"78,621","18,535","9,921","1,592","5,417","4,117","4,557","5,335","9,595"
,Park,"28,702","5,909","5,338",508,"2,052","1,761","2,062","2,313","3,202"
,Sheridan,"29,596","6,411","4,985",551,"2,087","1,745","2,015","2,298","3,141"
,Sublette,"10,368","2,405","1,179",207,716,541,590,715,608
,Sweetwater,"45,267","12,216","3,975","1,050","2,979","2,094","2,214","2,708","3,741"
,Teton,"21,675","4,203","2,426",361,"1,576","1,137","1,225","1,461","1,885"
,Uinta,"21,025","6,151","2,074",528,"1,338",990,"1,070","1,301","2,646"
,Weston,"7,082","1,550","1,196",133,498,417,482,549,687
,Totals,"511,702","120,936","63,669","10,390","35,227","26,688","29,481","34,602","59,257"
