Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”,Name: “Table 1 of 1 on page 84 of 179”
Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81,Table: 81
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,82
INDIANA,,,,,,,,,,
American Lung Association in Indiana,American Lung Association in Indiana,,,,,,,,,
"115 W. Washington Street, Suite 1180 S	outh","115 W. Washington Street, Suite 1180 S	outh",,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Indianapolis, IN 46204",,,,,,,,,,
(317) 819-1181,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/indiana,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Allen,"360,412","95,867","44,954","9,073","23,948","19,927","25,073","28,374","56,157"
,Boone,"58,944","16,101","7,240","1,524","3,910","3,355","4,222","4,805","3,863"
,Carroll,"20,095","4,773","3,382",452,"1,397","1,270","1,681","1,853","2,125"
,Clark,"111,951","26,337","15,207","2,493","7,764","6,569","8,336","9,396","14,083"
,Delaware,"117,364","23,070","17,993","2,183","8,456","6,949","8,934","9,907","24,275"
,Dubois,"42,071","10,443","6,361",988,"2,885","2,566","3,334","3,718","3,492"
,Elkhart,"199,619","56,184","25,436","5,317","12,976","10,868","13,783","15,514","29,711"
,Floyd,"75,283","17,441","10,312","1,651","5,267","4,534","5,760","6,507","9,924"
,Gibson,"33,458","7,887","5,334",746,"2,326","2,066","2,705","2,998","3,768"
,Greene,"32,940","7,521","5,671",712,"2,316","2,103","2,789","3,069","5,159"
,Hamilton,"289,495","84,500","27,382","7,997","18,608","14,960","18,057","21,012","13,557"
,Hancock,"70,933","17,789","9,838","1,684","4,845","4,222","5,402","6,080","5,126"
,Hendricks,"150,434","39,749","17,378","3,762","10,045","8,308","10,308","11,787","8,394"
,Henry,"49,345","10,655","8,416","1,008","3,520","3,161","4,171","4,600","7,139"
,Howard,"82,849","19,086","14,339","1,806","5,798","5,241","6,963","7,646","14,001"
,Huntington,"36,987","8,413","5,675",796,"2,596","2,268","2,940","3,275","4,152"
,Jackson,"43,083","10,566","6,423","1,000","2,950","2,561","3,316","3,693","5,358"
,Johnson,"143,191","36,949","18,636","3,497","9,626","8,094","10,246","11,559","13,495"
,Knox,"38,122","8,092","6,146",766,"2,717","2,354","3,070","3,397","5,625"
,Lake,"493,618","124,014","68,140","11,737","33,564","28,781","36,785","41,321","95,358"
,LaPorte,"111,246","24,950","16,545","2,361","7,842","6,803","8,761","9,801","17,881"
,Madison,"130,348","29,524","21,185","2,794","9,138","8,019","10,513","11,612","19,697"
,Marion,"918,977","231,182","99,961","21,880","62,019","49,201","60,106","69,060","194,724"
,Monroe,"141,019","22,761","15,061","2,154","10,482","7,497","8,872","10,236","30,616"
,Morgan,"69,356","16,937","9,665","1,603","4,788","4,200","5,370","6,054","8,617"
