Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”,Name: “Table 1 of 1 on page 112 of 179”
Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,110
MISSOURI,MISSOURI,,,,,,,,,
American Lung Association in Missouri,American Lung Association in Missouri,,,,,,,,,
1118 Hampton Avenue,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"St. Louis, MO 63139-3196",,,,,,,,,,
(314) 645-5505,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/missouri,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Andrew,"17,417","4,053","2,908",409,"1,389","1,140","1,405","1,550","1,558"
,Boone,"168,535","34,761","16,408","3,506","13,950","9,454","10,204","11,356","28,685"
,Buchanan,"89,706","20,957","12,614","2,114","7,153","5,494","6,502","7,187","16,350"
,Callaway,"44,305","9,823","5,869",991,"3,600","2,752","3,208","3,576","6,095"
,Cass,"100,376","25,741","14,626","2,596","7,767","6,139","7,383","8,165","9,189"
,Cedar,"13,799","3,187","3,089",321,"1,089",954,"1,260","1,356","3,046"
,Clay,"227,577","57,326","27,215","5,782","17,783","13,341","15,338","17,129","19,965"
,Clinton,"20,508","5,024","3,290",507,"1,611","1,314","1,611","1,780","2,216"
,Greene,"280,626","58,866","41,208","5,937","22,994","17,301","20,489","22,445","47,855"
,Jackson,"677,377","164,364","87,784","16,578","53,487","40,585","47,325","52,590","124,513"
,Jasper,"115,258","29,499","15,566","2,975","8,917","6,783","8,004","8,831","21,019"
,Jefferson,"220,209","53,878","27,093","5,434","17,418","13,409","15,522","17,442","23,987"
,Lincoln,"53,354","14,475","6,183","1,460","4,071","3,103","3,572","4,013","6,488"
,Monroe,"8,703","1,947","1,754",196,698,601,771,841,"1,442"
,Perry,"19,018","4,661","3,049",470,"1,491","1,201","1,471","1,618","2,122"
,St. Charles,"368,666","91,638","45,349","9,243","28,968","22,098","25,573","28,633","25,706"
,St. Louis,"1,000,438","227,216","156,687","22,917","80,421","64,226","77,832","85,963","118,607"
,St. Louis City,"318,172","67,703","35,247","6,829","26,156","18,735","20,913","23,355","90,199"
,Ste. Genevieve,"17,740","3,991","2,984",403,"1,432","1,190","1,466","1,624","2,062"
,Taney,"52,956","11,681","9,892","1,178","4,261","3,491","4,397","4,775","10,183"
,Totals,"3,814,740","890,791","518,815","89,845","304,655","233,311","274,247","304,228","561,287"
