Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”,Name: “Table 1 of 1 on page 142 of 179”
Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139,Table: 139
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,140
OREGON,OREGON,,,,,,,,,
American Lung Association in Oregon,American Lung Association in Oregon,,,,,,,,,
"7420 SW Bridgeport Road, Suite 200","7420 SW Bridgeport Road, Suite 200",,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Tigard, OR 97224-7711",,,,,,,,,,
(503) 924-4094,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/oregon,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Clackamas,"383,857","87,157","57,393","6,411","31,475","18,814","27,250","30,710","35,640"
,Columbia,"49,286","11,268","7,646",829,"4,027","2,449","3,582","4,021","7,704"
,Crook,"20,729","4,212","4,638",310,"1,724","1,152","1,808","1,918","3,889"
,Deschutes,"162,277","36,096","27,077","2,655","13,337","8,096","11,948","13,198","25,453"
,Harney,"7,212","1,560","1,502",115,591,390,604,648,"1,311"
,Jackson,"206,412","44,155","38,867","3,248","17,071","10,681","16,138","17,497","36,832"
,Josephine,"82,930","16,518","19,590","1,215","6,912","4,676","7,414","7,784","18,147"
,Klamath,"65,912","14,361","12,056","1,056","5,429","3,380","5,082","5,536","12,933"
,Lake,"7,771","1,394","1,706",103,667,442,687,737,"1,455"
,Lane,"354,542","68,183","57,263","5,015","30,364","17,729","25,659","28,503","76,710"
,Linn,"118,360","27,979","19,202","2,058","9,558","5,747","8,451","9,331","20,653"
,Marion,"319,985","83,317","43,636","6,129","25,171","14,329","20,364","22,889","62,869"
,Multnomah,"759,256","153,741","84,859","11,309","64,951","34,238","45,837","53,507","136,065"
,Umatilla,"76,820","20,129","10,165","1,481","6,035","3,424","4,843","5,473","12,730"
,Union,"25,759","5,684","4,564",418,"2,117","1,290","1,923","2,096","4,770"
,Washington,"547,672","136,688","59,864","10,054","44,027","23,711","32,123","37,409","65,373"
,Totals,"3,188,780","712,442","450,028","52,405","263,456","150,548","213,713","241,256","522,534"
