Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”,Name: “Table 1 of 1 on page 136 of 179”
Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133,Table: 133
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,134
OHIO,,,,,,,,,,
American Lung Association in Ohio,American Lung Association in Ohio,,,,,,,,,
5900 Wilcox Place,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Columbus, OH 43016",,,,,,,,,,
(614) 279-1700,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/ohio,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Allen,"105,141","24,736","16,098","2,125","8,401","6,918","8,055","9,461","19,903"
,Ashtabula,"100,389","22,994","16,489","1,976","8,030","6,855","8,150","9,513","19,670"
,Athens,"64,304","10,077","6,847",866,"5,868","3,997","4,013","4,974","18,338"
,Butler,"370,589","91,349","45,796","7,849","29,503","23,237","25,676","30,954","50,091"
,Clark,"137,206","31,731","23,302","2,726","10,936","9,313","11,161","12,948","26,589"
,Clermont,"199,085","49,457","25,569","4,250","15,722","12,794","14,367","17,260","22,582"
,Clinton,"41,886","10,145","6,025",872,"3,322","2,732","3,144","3,722","6,303"
,Cuyahoga,"1,265,111","278,299","201,311","23,913","102,873","85,744","100,502","117,835","233,101"
,Delaware,"181,061","50,747","19,060","4,360","13,805","10,850","11,723","14,350","8,885"
,Fayette,"28,880","6,973","4,577",599,"2,281","1,910","2,253","2,633","4,991"
,Franklin,"1,195,537","284,836","123,922","24,474","97,484","71,642","74,871","92,207","210,197"
,Geauga,"93,680","22,997","15,835","1,976","7,273","6,497","7,870","9,155","7,416"
,Greene,"163,587","34,037","23,713","2,925","13,639","10,818","12,252","14,542","19,994"
,Hamilton,"802,038","187,133","109,667","16,079","64,714","51,702","58,327","69,543","155,194"
,Jefferson,"68,389","13,493","12,818","1,159","5,661","4,940","6,021","6,940","11,077"
,Knox,"60,705","14,228","9,415","1,223","4,852","4,009","4,683","5,493","9,144"
,Lake,"229,582","49,197","39,008","4,227","18,687","16,071","19,195","22,368","22,037"
,Lawrence,"62,109","14,242","10,098","1,224","4,980","4,183","4,948","5,774","11,042"
,Licking,"167,537","40,296","23,926","3,462","13,314","10,976","12,609","14,955","22,848"
,Lorain,"301,478","69,895","46,204","6,006","24,141","20,213","23,595","27,772","42,107"
,Lucas,"437,998","102,334","60,615","8,793","35,298","28,299","32,034","38,134","96,810"
,Madison,"43,053","9,555","5,752",821,"3,528","2,822","3,159","3,788","4,772"
,Mahoning,"235,145","49,231","43,376","4,230","19,180","16,699","20,345","23,447","43,325"
,Medina,"173,684","42,123","24,909","3,619","13,728","11,525","13,309","15,793","13,079"
,Miami,"103,060","24,264","16,890","2,085","8,178","6,959","8,280","9,651","12,752"
