Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”,Name: “Table 1 of 1 on page 130 of 179”
Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127,Table: 127
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,128
NORTH CAROLINA,NORTH CAROLINA,,,,,,,,,
American Lung Association in North Carolina,American Lung Association in North Carolina,,,,,,,,,
"514 Daniels Street, #109",,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Raleigh, NC 27605",,,,,,,,,,
(919) 719-9960,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/northcarolina,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Alamance,"153,920","35,460","23,540","3,118","9,045","8,325","11,061","12,801","29,249"
,Alexander,"36,853","8,040","6,230",707,"2,196","2,109","2,845","3,273","6,108"
,Avery,"17,635","2,912","3,337",256,"1,117","1,066","1,454","1,655","3,457"
,Buncombe,"244,490","49,105","41,595","4,318","14,877","14,004","18,853","21,654","42,062"
,Caldwell,"81,930","17,810","13,610","1,566","4,893","4,696","6,310","7,282","16,502"
,Carteret,"67,632","12,573","13,733","1,105","4,172","4,248","5,886","6,677","10,227"
,Caswell,"23,217","4,505","4,205",396,"1,426","1,412","1,916","2,203","4,545"
,Catawba,"154,339","35,733","23,737","3,142","9,066","8,481","11,275","13,078","28,114"
,Chatham,"65,976","13,879","14,268","1,220","3,924","4,097","5,789","6,482","8,292"
,Cumberland,"324,049","85,186","32,631","7,490","18,411","14,805","18,383","21,999","53,583"
,Davidson,"163,260","37,870","25,647","3,330","9,581","9,079","12,115","14,037","26,602"
,Davie,"41,433","9,368","7,469",824,"2,438","2,432","3,325","3,804","5,257"
,Duplin,"60,033","15,246","8,949","1,340","3,421","3,169","4,214","4,880","13,982"
,Durham,"279,641","63,228","29,044","5,559","16,686","13,339","16,512","19,789","52,102"
,Edgecombe,"55,954","13,377","8,781","1,176","3,252","3,089","4,129","4,779","15,308"
,Forsyth,"358,137","85,896","48,680","7,552","20,872","18,641","24,282","28,438","73,689"
,Franklin,"61,475","14,568","8,636","1,281","3,600","3,319","4,343","5,094","9,960"
,Gaston,"208,049","48,925","29,630","4,302","12,193","11,131","14,603","17,063","36,415"
,Graham,"8,700","1,845","1,812",162,517,532,747,839,"1,924"
,Granville,"60,436","12,802","8,345","1,126","3,662","3,323","4,309","5,080","10,706"
,Guilford,"500,879","115,535","65,274","10,158","29,571","25,754","33,225","39,059","88,071"
,Haywood,"58,908","11,098","13,164",976,"3,599","3,755","5,313","5,941","9,384"
,Jackson,"40,448","7,145","6,762",628,"2,533","2,270","3,034","3,476","8,270"
,Johnston,"174,938","47,755","19,783","4,199","9,802","8,490","10,785","12,838","29,107"
,Lenoir,"59,227","13,963","9,997","1,228","3,448","3,354","4,540","5,217","13,831"
