Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”,Name: “Table 1 of 1 on page 17 of 179”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,
People at Risk In 25 Most Ozone-Polluted Cities,People at Risk In 25 Most Ozone-Polluted Cities,,,,,,,,
2014,,Total,,65 and,Pediatric,Adult,,CV,
Rank1,Metropolitan Statistical Areas,Population2,Under 18 3,Over3,"Asthma .4,6","Asthma5,6",COPD7,Disease 8,Poverty9
1,"Los Angeles-Long Beach, CA","18,238,998","4,510,957","2,112,146","395,699","1,207,447","626,541","889,485","3,180,714"
2,"Visalia-Porterville-Hanford, CA","603,341","187,060","57,426","16,409","36,397","18,204","25,234","161,299"
3,"Bakersfield, CA","856,158","255,815","80,525","22,440","52,552","26,262","36,291","195,433"
4,"Fresno-Madera, CA","1,100,113","321,057","118,768","28,163","68,342","35,124","49,661","296,919"
5,"Sacramento-Roseville, CA","2,462,722","595,104","325,693","52,202","165,261","89,297","130,118","408,101"
6,"Houston-The Woodlands, TX","6,371,677","1,733,980","597,789","135,031","316,186","232,392","328,577","1,034,302"
7,"Modesto-Merced, CA","784,031","226,011","85,097","19,826","49,029","25,321","35,859","165,981"
8,"Dallas-Fort Worth, TX-OK","7,095,411","1,921,982","707,161","149,749","354,389","263,975","375,698","1,052,441"
8,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","9,331,587","2,158,553","1,100,311","213,935","651,339","400,803","550,553","884,620"
10,"Las Vegas-Henderson, NV-AZ","2,247,056","538,993","307,611","35,543","127,438","124,833","150,272","373,333"
11,"Phoenix-Mesa-Scottsdale, AZ","4,329,534","1,110,210","573,413","94,629","278,199","187,356","266,697","739,213"
12,"New York-Newark, NY-NJ-CT-PA","23,362,099","5,226,786","3,220,554","488,177","1,662,512","1,068,245","1,392,908","3,232,239"
13,"St. Louis-St. Charles-Farmington, MO-IL","2,900,605","673,074","409,326","66,572","221,038","169,514","205,856","404,224"
14,"Tulsa-Muskogee-Bartlesville, OK","1,122,259","280,163","156,101","23,961","85,591","63,219","86,051","174,911"
15,"Cincinnati-Wilmington-Maysville, OH-KY-IN","2,188,001","534,579","282,828","47,895","175,182","147,881","163,816","321,436"
16,"Philadelphia-Reading-Camden, PA-NJ-DE-MD","7,129,428","1,625,860","1,005,294","159,508","536,473","343,689","463,539","938,401"
17,"El Centro, CA","176,948","50,686","19,527","4,446","11,084","5,722","8,115","38,189"
18,"Louisville/Jefferson County-Elizabethtown-Madison, KY-IN","1,478,637","349,246","198,854","35,110","120,277","118,408","129,934","229,972"
19,"Oklahoma City-Shawnee, OK","1,367,325","339,847","168,717","29,065","104,454","73,644","97,967","215,506"
20,"Chicago-Naperville, IL-IN-WI","9,899,902","2,416,660","1,205,623","224,825","637,270","446,747","576,699","1,422,025"
21,"Pittsburgh-New Castle-Weirton, PA-OH-WV","2,661,369","522,226","472,879","53,760","214,860","149,397","207,620","327,390"
22,"Fort Collins, CO","310,487","64,060","40,112","5,632","22,009","11,857","14,516","41,513"
23,"Birmingham-Hoover-Talladega, AL","1,309,818","308,441","183,656","34,704","85,987","98,561","117,729","221,999"
24,"Cleveland-Akron-Canton, OH","3,497,711","779,681","555,966","66,994","283,053","237,500","278,890","531,631"
24,"Sheboygan, WI","115,009","26,716","17,789","2,047","7,547","4,734","7,286","12,043"
Notes:,,,,,,,,,
1. Cities are ranked using the highest weighted average for any county within that Combined or Metropolitan Statistical Area.,1. Cities are ranked using the highest weighted average for any county within that Combined or Metropolitan Statistical Area.,1. Cities are ranked using the highest weighted average for any county within that Combined or Metropolitan Statistical Area.,,,,,,,
2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,2. Total Population represents the at-risk populations for all counties within the respective Combined or Metropolitan Statistical Area.,,,,,,
"3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.","3. Those under 18 and 65 and over are vulnerable to PM2.5 and are, therefore, included. They should not be used as population denominators for disease estimates.",,,,,
4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,4. Pediatric asthma estimates are for those under 18 years of age and represent the estimated number of people who had asthma in 2012 based on state rates (BRFSS) applied to population estimates (U.S. Census).,,
