Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”,Name: “Table 1 of 1 on page 132 of 179”
Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129,Table: 129
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,130
NORTH CAROLINA,NORTH CAROLINA,NORTH CAROLINA,,,,,,,,,,,
American Lung Association in North Carolina,American Lung Association in North Carolina,,,,,,,,,,,,
"514 Daniels Street, #109",,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
"Raleigh, NC 27605",,,,,,,,,,,,,
(919) 719-9960,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/northcarolina,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Alamance,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,9.7,PASS
,Alexander,4,0,0,1.3,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Avery,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Buncombe,3,0,0,1.0,C,0,0,0,0.0,A,9.3,PASS
,Caldwell,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Carteret,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Caswell,6,0,0,2.0,C,0,0,0,0.0,A,8.9,PASS
,Catawba,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,10.3,PASS
,Chatham,1,0,0,0.3,B,0,0,0,0.0,A,8.2,PASS
,Cumberland,8,0,0,2.7,D,0,0,0,0.0,A,10.0,PASS
,Davidson,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,11.1,PASS
,Davie,7,0,0,2.3,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Duplin,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,8.7,PASS
,Durham,5,0,0,1.7,C,0,0,0,0.0,A,9.2,PASS
,Edgecombe,3,0,0,1.0,C,0,0,0,0.0,A,8.9,PASS
,Forsyth,23,0,0,7.7,F,0,0,0,0.0,A,9.7,PASS
,Franklin,3,0,0,1.0,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Gaston,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,10.1,PASS
,Graham,6,0,0,2.0,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Granville,6,0,0,2.0,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Guilford,13,0,0,4.3,F,0,0,0,0.0,A,9.4,PASS
,Haywood,8,0,0,2.7,D,0,0,0,0.0,A,9.9,PASS
,Jackson,6,0,0,2.0,C,0,0,0,0.0,A,9.2,PASS
,Johnston,4,1,0,1.8,C,1,0,0,0.3,B,8.9,PASS
,Lenoir,2,0,0,0.7,B,1,1,0,0.8,B,9.0,PASS
