Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”,Name: “Table 1 of 1 on page 60 of 179”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,58
CALIFORNIA,CALIFORNIA,,,,,,,,,,,,
American Lung Association in California,American Lung Association in California,,,,,,,,,,,,
"1531 I Street, Suite 201",,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,
"Sacramento, CA 95814",,,,,,,,,,,,,
(510) 638-5864,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/california,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Alameda,8,1,0,3.2,D,3,0,0,1.0,C,9.1,PASS
,Amador,12,0,0,4.0,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Butte,15,0,0,5.0,F,6,0,0,2.0,C,9.5,PASS
,Calaveras,14,0,0,4.7,F,0,0,0,0.0,A,7.6,PASS
,Colusa,1,0,0,0.3,B,3,3,1,3.2,D,6.3,PASS
,Contra Costa,10,0,0,3.3,F,4,0,0,1.3,C,7.2,PASS
,El Dorado,55,2,0,19.3,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Fresno,154,25,1,64.5,F,69,28,0,37.0,F,16.0,FAIL
,Glenn,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Humboldt,0,0,0,0.0,A,0,0,0,0.0,A,6.0,PASS
,Imperial,48,0,0,16.0,F,5,2,0,2.7,D,13.6,FAIL
,Inyo,5,0,0,1.7,C,9,9,1,8.2,F,7.3,PASS
,Kern,204,21,0,78.5,F,61,26,0,33.3,F,15.6,FAIL
,Kings,77,7,0,29.2,F,76,18,0,34.3,F,15.8,FAIL
,Lake,1,0,0,0.3,B,0,0,0,0.0,A,3.5,PASS
,Los Angeles,202,19,1,77.5,F,65,7,0,25.2,F,13.1,FAIL
,Madera,76,5,0,27.8,F,42,13,0,20.5,F,19.0,FAIL
,Marin,0,0,0,0.0,A,5,0,0,1.7,C,9.5,PASS
,Mariposa,29,1,0,10.2,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Mendocino,0,0,0,0.0,A,0,0,0,0.0,A,INC,INC
,Merced,41,1,0,14.2,F,41,2,0,14.7,F,14.3,FAIL
,Monterey,0,0,0,0.0,A,0,0,0,0.0,A,6.1,PASS
,Napa,2,0,0,0.7,B,INC,INC,INC,INC,INC,INC,INC
,Nevada,28,0,0,9.3,F,0,0,0,0.0,A,6.1,PASS
,Orange,9,1,0,3.5,F,14,0,0,4.7,F,10.8,PASS
,Placer,56,1,0,19.2,F,1,2,0,1.3,C,7.2,PASS
