Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”,Name: “Table 1 of 1 on page 82 of 179”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,80
ILLINOIS,,,,,,,,,,
American Lung Association in Illinois,American Lung Association in Illinois,,,,,,,,,
"55 W. Wacker Drive, Suite 800",,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Chicago, IL 60601",,,,,,,,,,
(312) 781-1100,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/illinois,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Adams,"67,197","15,268","12,042","1,423","4,388","3,400","4,736","5,445","8,070"
,Champaign,"203,276","39,033","21,479","3,638","13,943","8,511","10,506","12,848","38,301"
,Clark,"16,209","3,620","2,958",337,"1,063",836,"1,167","1,342","2,078"
,Cook,"5,231,351","1,215,406","647,681","113,276","340,025","231,310","298,891","360,007","926,826"
,DuPage,"927,987","222,371","115,884","20,725","59,633","42,565","55,302","67,154","66,852"
,Effingham,"34,353","8,303","5,426",774,"2,201","1,664","2,266","2,654","3,282"
,Hamilton,"8,370","1,888","1,675",176,547,442,630,714,"1,211"
,Jersey,"22,742","4,974","3,774",464,"1,501","1,146","1,567","1,833","2,183"
,Jo Daviess,"22,549","4,554","5,111",424,"1,518","1,294","1,878","2,110","2,702"
,Kane,"522,487","147,455","55,995","13,743","31,728","21,681","27,634","33,839","61,375"
,Lake,"702,120","184,869","79,222","17,230","43,715","30,776","39,468","48,429","64,229"
,LaSalle,"112,973","25,508","19,037","2,377","7,388","5,678","7,803","9,087","15,753"
,Macon,"110,122","24,796","18,692","2,311","7,209","5,517","7,592","8,817","23,220"
,Macoupin,"47,231","10,483","8,436",977,"3,103","2,429","3,375","3,901","6,339"
,Madison,"267,883","59,873","40,134","5,580","17,585","12,885","17,275","20,411","34,325"
,McHenry,"308,145","80,488","33,897","7,502","19,231","13,626","17,397","21,492","23,277"
,McLean,"172,281","38,001","18,449","3,542","11,382","7,304","9,134","11,199","23,938"
,Peoria,"187,254","44,807","27,017","4,176","12,050","8,672","11,584","13,674","35,224"
,Randolph,"32,956","6,374","5,468",594,"2,247","1,682","2,285","2,677","4,140"
,Rock Island,"147,457","33,040","24,812","3,079","9,670","7,336","10,074","11,699","19,943"
,Sangamon,"199,271","46,209","28,887","4,307","12,934","9,531","12,724","15,129","27,363"
,St. Clair,"268,858","66,504","35,226","6,198","17,108","12,239","16,074","19,299","51,050"
,Will,"682,518","190,312","69,730","17,737","41,630","28,360","35,815","44,266","56,706"
,Winnebago,"292,069","71,364","42,977","6,651","18,654","13,769","18,495","21,851","46,164"
,Totals,"10,587,659","2,545,500","1,324,009","237,241","680,454","472,655","613,673","739,877","1,544,551"
