Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”,Name: “Table 1 of 1 on page 94 of 179”
Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91,Table: 91
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,92
KENTUCKY,KENTUCKY,,,,,,,,,,,,
American Lung Association in Kentucky,American Lung Association in Kentucky,,,,,,,,,,,,
4100 Churchman Avenue,,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,
"Louisville, KY 40215",,,,,,,,,,,,,
(502) 363-2652,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/kentucky,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Bell,2,0,0,0.7,B,1,0,0,0.3,B,11.3,PASS
,Boone,4,0,0,1.3,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Boyd,5,0,0,1.7,C,0,0,0,0.0,A,10.6,PASS
,Bullitt,6,1,0,2.5,D,INC,INC,INC,INC,INC,INC,INC
,Campbell,24,1,0,8.5,F,0,0,0,0.0,A,10.6,PASS
,Carter,2,0,0,0.7,B,0,0,0,0.0,A,8.9,PASS
,Christian,5,0,0,1.7,C,0,0,0,0.0,A,10.7,PASS
,Daviess,18,1,0,6.5,F,0,0,0,0.0,A,11.9,PASS
,Edmonson,11,0,0,3.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Fayette,8,0,0,2.7,D,1,0,0,0.3,B,10.8,PASS
,Franklin,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
,Greenup,8,0,0,2.7,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hancock,15,1,0,5.5,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hardin,4,0,0,1.3,C,0,0,0,0.0,A,INC,INC
,Henderson,19,0,0,6.3,F,0,0,0,0.0,A,11.3,PASS
,Jefferson,40,5,0,15.8,F,4,1,0,1.8,C,12.3,FAIL
,Jessamine,6,0,0,2.0,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Kenton,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC
,Livingston,12,2,0,5.0,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,McCracken,16,2,0,6.3,F,0,0,0,0.0,A,10.6,PASS
,Madison,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,9.6,PASS
,Morgan,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Ohio,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
,Oldham,32,2,0,11.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Perry,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Pike,1,0,0,0.3,B,1,0,0,0.3,B,9.7,PASS
