Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”,Name: “Table 1 of 1 on page 154 of 179”
Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151,Table: 151
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,152
TENNESSEE,TENNESSEE,,,,,,,,,
American Lung Association in Tennessee,American Lung Association in Tennessee,,,,,,,,,
"One Vantage Way, Suite D-220",,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Nashville, TN 37228",,,,,,,,,,
(615) 329-1151,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/tennessee,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Anderson,"75,416","16,010","13,641","1,306","4,612","5,896","8,313","7,760","13,734"
,Blount,"124,177","26,758","21,521","2,184","7,556","9,576","13,367","12,532","17,714"
,Claiborne,"31,736","6,503","5,474",531,"1,954","2,457","3,409","3,202","7,484"
,Davidson,"648,295","141,663","69,214","11,560","38,622","43,488","53,203","52,614","118,500"
,DeKalb,"18,901","4,222","3,145",345,"1,138","1,434","1,987","1,869","4,305"
,Dyer,"38,255","9,391","5,897",766,"2,233","2,776","3,795","3,589","6,643"
,Hamilton,"345,545","74,048","52,680","6,042","20,938","25,584","34,420","32,736","51,381"
,Jefferson,"52,191","11,236","9,223",917,"3,171","4,005","5,604","5,240","9,271"
,Knox,"441,311","94,795","60,450","7,735","26,611","31,620","41,285","39,734","69,107"
,Lawrence,"42,086","10,448","7,091",853,"2,449","3,088","4,314","4,035","8,265"
,Loudon,"49,793","9,934","11,579",811,"3,104","4,155","6,222","5,645","6,662"
,Madison,"98,656","23,234","13,767","1,896","5,809","7,015","9,293","8,900","17,362"
,Maury,"81,990","19,703","11,492","1,608","4,817","5,908","7,892","7,552","13,927"
,McMinn,"52,416","11,642","9,340",950,"3,163","4,028","5,670","5,293","10,899"
,Meigs,"11,698","2,466","2,126",201,718,924,"1,306","1,219","2,348"
,Montgomery,"184,468","50,073","15,000","4,086","10,169","10,909","12,600","12,746","30,427"
,Putnam,"73,229","15,689","11,257","1,280","4,407","5,257","7,015","6,659","17,273"
,Roane,"53,469","10,805","10,690",882,"3,329","4,382","6,338","5,861","8,790"
,Rutherford,"274,454","70,555","24,520","5,757","15,538","17,271","20,600","20,643","34,576"
,Sevier,"92,512","20,090","15,345","1,639","5,611","7,046","9,728","9,163","14,175"
,Shelby,"940,764","242,687","101,282","19,804","53,595","62,403","78,401","76,988","200,730"
,Sullivan,"156,786","31,558","30,640","2,575","9,729","12,577","18,013","16,687","27,260"
,Sumner,"166,123","40,878","22,911","3,336","9,680","11,839","15,775","15,107","16,354"
,Williamson,"192,911","54,341","20,533","4,434","10,757","13,079","16,836","16,486","12,645"
,Wilson,"118,961","28,921","16,024","2,360","6,973","8,562","11,376","10,930","11,856"
,Totals,"4,366,143","1,027,650","564,842","83,859","256,682","305,279","396,761","383,189","731,688"
