Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”,Name: “Table 1 of 1 on page 100 of 179”
Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,98
MARYLAND,MARYLAND,,,,,,,,,
American Lung Association in Maryland,American Lung Association in Maryland,,,,,,,,,
"211 E. Lombard St., #260",,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Baltimore, MD 21202",,,,,,,,,,
(443) 451-4950,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/maryland,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Anne Arundel,"550,488","125,300","69,939","12,856","38,388","23,161","31,893","43,301","33,954"
,Baltimore,"817,455","177,336","123,544","18,195","57,326","36,158","51,456","67,917","77,084"
,Baltimore City,"621,342","133,720","73,829","13,720","44,575","25,254","33,805","45,925","146,621"
,Calvert,"89,628","22,256","10,780","2,284","6,036","3,768","5,215","7,204","6,233"
,Carroll,"167,217","38,978","23,883","3,999","11,402","7,414","10,568","14,226","10,315"
,Cecil,"101,696","24,450","13,086","2,509","6,932","4,306","5,997","8,156","11,921"
,Charles,"150,592","37,876","15,491","3,886","10,251","5,933","7,895","11,051","12,869"
,Dorchester,"32,551","6,948","6,114",713,"2,242","1,575","2,363","3,040","5,895"
,Frederick,"239,582","58,348","28,744","5,987","16,349","9,888","13,559","18,593","16,116"
,Garrett,"29,854","6,286","5,564",645,"2,068","1,440","2,153","2,771","4,262"
,Harford,"248,622","58,392","33,598","5,991","17,038","10,697","15,018","20,274","19,458"
,Kent,"20,191","3,457","4,697",355,"1,453","1,066","1,653","2,049","2,614"
,Montgomery,"1,004,709","236,298","129,562","24,245","69,270","42,133","58,330","78,898","66,074"
,Prince George’s,"881,138","203,388","90,532","20,868","62,113","34,582","45,318","63,110","88,153"
,Washington,"149,180","33,399","22,209","3,427","10,358","6,563","9,341","12,369","19,238"
,Worcester,"51,578","9,199","12,517",944,"3,634","2,810","4,426","5,502","5,659"
,Totals,"5,155,823","1,175,631","664,089","120,625","359,436","216,748","298,990","404,387","526,466"
