Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”,Name: “Table 1 of 1 on page 92 of 179”
Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,90
KENTUCKY,KENTUCKY,,,,,,,,,
American Lung Association in Kentucky,American Lung Association in Kentucky,,,,,,,,,
4100 Churchman Avenue,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Louisville, KY 40215",,,,,,,,,,
(502) 363-2652,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/kentucky,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Bell,"28,183","6,228","4,656",636,"2,441","2,567","2,829","2,485","8,931"
,Boone,"123,316","34,156","12,843","3,486","9,844","9,686","9,994","8,967","10,639"
,Boyd,"49,164","10,475","8,462","1,069","4,305","4,560","5,055","4,434","8,312"
,Bullitt,"75,896","18,251","9,512","1,863","6,391","6,474","6,837","6,098","8,140"
,Campbell,"90,908","20,423","12,045","2,084","7,788","7,817","8,282","7,357","12,772"
,Carter,"27,348","6,245","4,193",637,"2,340","2,420","2,634","2,321","6,396"
,Christian,"75,427","20,830","7,879","2,126","5,918","5,417","5,504","4,886","15,392"
,Daviess,"97,847","23,771","14,917","2,426","8,218","8,529","9,307","8,197","15,923"
,Edmonson,"12,071","2,564","2,214",262,"1,058","1,130","1,267","1,107","2,238"
,Fayette,"305,489","64,349","33,544","6,568","26,332","24,750","25,173","22,497","51,815"
,Franklin,"49,804","10,600","7,433","1,082","4,349","4,480","4,839","4,279","7,749"
,Greenup,"36,707","8,088","6,586",826,"3,189","3,419","3,827","3,347","6,447"
,Hancock,"8,677","2,178","1,307",222,723,760,830,732,"1,226"
,Hardin,"107,025","27,050","12,318","2,761","8,821","8,702","9,061","8,094","15,599"
,Henderson,"46,513","10,934","6,887","1,116","3,954","4,111","4,459","3,942","7,982"
,Jefferson,"750,828","172,289","103,951","17,585","63,974","64,758","69,206","61,305","134,160"
,Jessamine,"49,635","12,614","6,128","1,287","4,083","4,057","4,272","3,799","7,469"
,Kenton,"161,711","40,057","18,998","4,088","13,432","13,322","13,911","12,422","23,450"
,Livingston,"9,423","1,910","1,803",195,842,924,"1,043",913,"1,512"
,Madison,"84,786","17,921","10,180","1,829","7,312","6,976","7,204","6,408","17,604"
,McCracken,"65,549","14,415","11,403","1,471","5,695","6,066","6,750","5,916","11,546"
,Morgan,"13,668","2,750","1,843",281,"1,206","1,207","1,276","1,134","3,589"
,Ohio,"24,075","6,010","3,847",613,"2,006","2,102","2,317","2,034","4,603"
,Oldham,"61,412","16,224","6,533","1,656","5,032","5,113","5,313","4,786","3,792"
,Perry,"28,241","6,282","3,995",641,"2,440","2,514","2,699","2,395","7,446"
