Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”,Name: “Table 1 of 1 on page 167 of 179”
Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164,Table: 164
,,,,,,,,,,,,
,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
,,,,,,,24 Hour,24 Hour,,,Annual,
,,,,Wgt.,,,,,Wgt.,,Design,Pass/
County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
Newport News City,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
Norfolk City,DNC,DNC,DNC,DNC,DNC,3,0,0,1.0,C,9.6,PASS
Roanoke City,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,9.8,PASS
Salem City,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,9.7,PASS
Suffolk City,12,0,0,4.0,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Virginia Beach City,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,9.3,PASS
VIRGINIA,,,,,,,,,,,,
,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,165
