Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”,Name: “Table 1 of 1 on page 104 of 179”
Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101,Table: 101
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,102
MICHIGAN,MICHIGAN,,,,,,,,,
American Lung Association in Michigan,American Lung Association in Michigan,,,,,,,,,
1475 E 12 Mile Road,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Oak Park, MI 48237",,,,,,,,,,
(248) 784-2000,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/michigan,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Allegan,"112,039","28,412","15,915","2,690","8,752","6,354","8,485","8,995","14,806"
,Bay,"106,935","22,953","18,457","2,173","8,731","6,512","9,005","9,350","14,473"
,Benzie,"17,465","3,444","3,974",326,"1,432","1,168","1,736","1,740","2,372"
,Berrien,"156,067","35,876","26,349","3,396","12,499","9,296","12,842","13,337","30,702"
,Cass,"52,242","11,754","9,358","1,113","4,192","3,214","4,517","4,662","8,261"
,Chippewa,"38,917","7,713","5,924",730,"3,276","2,297","3,038","3,216","6,459"
,Clinton,"76,001","18,093","10,892","1,713","6,070","4,342","5,762","6,114","7,776"
,Genesee,"418,408","101,318","61,314","9,592","33,208","23,793","31,762","33,563","88,023"
,Huron,"32,463","6,477","7,280",613,"2,657","2,157","3,196","3,208","4,887"
,Ingham,"281,723","57,244","31,506","5,419","23,941","15,063","18,186","20,049","67,220"
,Kalamazoo,"254,580","56,118","32,664","5,313","21,012","13,879","17,546","18,927","43,431"
,Kent,"614,462","158,059","71,386","14,964","48,334","32,303","40,614","44,148","101,609"
,Lenawee,"98,987","22,253","15,611","2,107","8,014","5,827","7,886","8,276","12,587"
,Macomb,"847,383","189,412","126,754","17,932","68,912","49,388","65,885","69,663","104,476"
,Manistee,"24,672","4,494","5,372",425,"2,070","1,659","2,424","2,452","4,021"
,Mason,"28,680","6,034","5,784",571,"2,330","1,836","2,650","2,696","4,540"
,Missaukee,"15,031","3,519","2,760",333,"1,190",916,"1,298","1,332","2,192"
,Monroe,"151,048","35,251","22,035","3,337","12,115","8,828","11,798","12,509","17,718"
,Muskegon,"170,182","41,336","24,492","3,913","13,504","9,644","12,820","13,580","35,416"
,Oakland,"1,220,657","276,359","172,888","26,164","99,057","70,838","93,527","99,638","127,251"
,Ottawa,"269,099","68,248","33,541","6,461","21,215","14,369","18,361","19,780","28,150"
,Schoolcraft,"8,343","1,584","1,888",150,690,569,845,850,"1,284"
,St. Clair,"160,644","36,525","25,127","3,458","12,943","9,595","13,032","13,703","25,177"
,Tuscola,"54,662","12,225","9,394","1,157","4,406","3,322","4,611","4,786","8,319"
,Washtenaw,"350,946","69,977","38,790","6,625","29,958","18,998","22,941","25,350","53,693"
