Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”,Name: “Table 1 of 1 on page 98 of 179”
Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95,Table: 95
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,96
MAINE,,,,,,,,,,
American Lung Association in Maine,American Lung Association in Maine,,,,,,,,,
122 State Street,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Augusta, ME 04330",,,,,,,,,,
(207) 624-0308,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/maine,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Androscoggin,"107,609","23,866","16,058","2,274","9,362","6,298","7,392","7,699","16,591"
,Aroostook,"70,868","13,832","14,153","1,318","6,275","4,677","5,821","5,874","11,424"
,Cumberland,"283,921","57,165","43,522","5,448","25,339","17,109","20,109","20,955","31,512"
,Hancock,"54,558","9,592","10,803",914,"4,953","3,672","4,547","4,614","7,058"
,Kennebec,"121,853","24,579","20,123","2,342","10,816","7,561","9,056","9,362","17,348"
,Knox,"39,668","7,414","8,262",707,"3,540","2,678","3,358","3,376","4,958"
,Oxford,"57,481","11,865","10,405","1,131","5,039","3,678","4,510","4,611","10,067"
,Penobscot,"153,746","29,656","23,729","2,826","13,883","9,275","10,859","11,302","25,655"
,Piscataquis,"17,290","3,227","3,788",308,"1,536","1,198","1,523","1,524","3,399"
,Sagadahoc,"35,191","7,079","6,280",675,"3,111","2,242","2,732","2,798","3,963"
,Washington,"32,462","6,264","6,755",597,"2,875","2,175","2,730","2,741","6,109"
,York,"199,005","40,818","32,996","3,890","17,576","12,356","14,839","15,333","22,385"
,Totals,"1,173,652","235,357","196,874","22,430","104,305","72,920","87,474","90,190","160,469"
