Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”,Name: “Table 1 of 1 on page 158 of 179”
Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155,Table: 155
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,156
TEXAS,,,,,,,,,,,,,
American Lung Association in Texas,American Lung Association in Texas,,,,,,,,,,,,
"1341 West Mockingbird Lane, Suite 95	0W","1341 West Mockingbird Lane, Suite 95	0W",HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,
"Dallas, TX 75247",,,,,,,,,,,,,
(214) 631-5864,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/texas,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Bell,7,0,0,2.3,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Bexar,22,0,0,7.3,F,0,0,0,0.0,A,9.0,PASS
,Bowie,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,11.1,PASS
,Brazoria,44,3,1,16.8,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Brewster,7,0,0,2.3,D,INC,INC,INC,INC,INC,INC,INC
,Cameron,0,0,0,0.0,A,0,0,0,0.0,A,INC,INC
,Collin,41,0,0,13.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Dallas,39,5,0,15.5,F,0,0,0,0.0,A,10.8,PASS
,Denton,49,2,0,17.3,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Ector,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
,Ellis,12,1,0,4.5,F,0,0,0,0.0,A,10.0,PASS
,El Paso,8,0,0,2.7,D,8,3,0,4.2,F,10.8,PASS
,Galveston,17,1,0,6.2,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Gillespie,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Gregg,20,0,0,6.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Harris,72,8,1,28.7,F,0,0,0,0.0,A,12.1,FAIL
,Harrison,10,0,0,3.3,F,0,1,0,0.5,B,10.9,PASS
,Hays,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hidalgo,0,0,0,0.0,A,0,0,0,0.0,A,10.3,PASS
,Hood,16,0,0,5.3,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hunt,10,0,0,3.3,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Jefferson,29,3,0,11.2,F,INC,INC,INC,INC,INC,INC,INC
,Johnson,21,1,0,7.5,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Kaufman,4,0,0,1.3,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Lubbock,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
,McLennan,8,0,0,2.7,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
