Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”,Name: “Table 1 of 1 on page 144 of 179”
Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141,Table: 141
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,142
PENNSYLVANIA,PENNSYLVANIA,,,,,,,,,
American Lung Association in Pennsylvania,American Lung Association in Pennsylvania,,,,,,,,,
3001 Old Gettysburg Road,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Camp Hill, PA 17011-7206",,,,,,,,,,
(717) 541-5864,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/pennsylvania,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Adams,"101,482","21,597","17,326","2,244","8,018","5,464","7,596","8,479","9,552"
,Allegheny,"1,229,338","237,163","208,167","24,647","100,057","66,353","91,550","102,032","151,371"
,Armstrong,"68,409","13,541","13,237","1,407","5,454","3,910","5,557","6,156","9,117"
,Beaver,"170,245","33,931","32,459","3,526","13,570","9,651","13,678","15,157","20,088"
,Berks,"413,491","96,258","62,527","10,004","32,090","20,966","28,572","32,117","57,195"
,Blair,"127,121","26,488","23,509","2,753","10,062","6,976","9,844","10,867","16,844"
,Bucks,"627,053","138,538","97,956","14,398","49,119","33,310","45,627","51,702","35,979"
,Cambria,"141,584","27,215","27,356","2,828","11,405","8,024","11,381","12,554","19,518"
,Centre,"155,171","24,224","18,452","2,517","13,653","7,387","9,336","10,539","26,792"
,Chester,"506,575","121,867","69,628","12,665","39,014","25,235","33,853","38,596","36,838"
,Clearfield,"81,184","15,633","14,814","1,625","6,564","4,522","6,338","7,034","11,038"
,Cumberland,"238,614","48,319","38,794","5,022","19,229","12,619","17,308","19,345","23,351"
,Dauphin,"269,665","61,286","39,033","6,369","21,119","13,680","18,464","20,918","35,019"
,Delaware,"561,098","128,084","82,189","13,311","43,914","28,298","38,270","43,168","63,245"
,Elk,"31,550","6,288","6,206",653,"2,504","1,822","2,599","2,880","2,842"
,Erie,"280,646","62,383","42,131","6,483","22,126","14,278","19,369","21,781","42,611"
,Franklin,"151,275","35,449","26,293","3,684","11,618","7,918","11,104","12,269","18,214"
,Greene,"38,085","7,307","6,174",759,"3,108","2,049","2,803","3,148","5,543"
,Indiana,"88,218","16,361","14,317","1,700","7,292","4,662","6,358","7,080","14,377"
,Lackawanna,"214,477","43,189","39,152","4,488","17,172","11,736","16,483","18,201","30,156"
,Lancaster,"526,823","128,066","82,655","13,309","40,265","26,506","36,476","40,662","59,731"
,Lawrence,"89,871","18,598","17,336","1,933","7,092","5,048","7,185","7,925","12,808"
,Lebanon,"135,251","30,752","23,844","3,196","10,470","7,183","10,086","11,155","16,029"
,Lehigh,"355,245","81,736","54,383","8,494","27,666","18,068","24,661","27,666","41,584"
,Luzerne,"321,027","63,592","59,088","6,609","25,784","17,722","24,914","27,534","49,864"
