Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”,Name: “Table 1 of 1 on page 86 of 179”
Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,84
INDIANA,,,,,,,,,,,,,
American Lung Association in Indiana,American Lung Association in Indiana,,,,,,,,,,,,
"115 W. Washington Street, Suite 1180 S	outh","115 W. Washington Street, Suite 1180 S	outh",HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,
"Indianapolis, IN 46204",,,,,,,,,,,,,
(317) 819-1181,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/indiana,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Allen,8,1,0,3.2,D,9,0,0,3.0,D,10.7,PASS
,Boone,10,0,0,3.3,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Carroll,4,0,0,1.3,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Clark,19,0,0,6.3,F,2,0,0,0.7,B,13.2,FAIL
,Delaware,3,0,0,1.0,C,1,0,0,0.3,B,11.2,PASS
,Dubois,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,12.4,FAIL
,Elkhart,4,1,0,1.8,C,6,0,0,2.0,C,11.2,PASS
,Floyd,18,2,0,7.0,F,6,1,0,2.5,D,11.8,PASS
,Gibson,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
,Greene,17,0,0,5.7,F,INC,INC,INC,INC,INC,INC,INC
,Hamilton,6,0,0,2.0,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hancock,0,0,0,0.0,A,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Hendricks,3,0,0,1.0,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Henry,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,10.5,PASS
,Howard,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,INC,INC
,Huntington,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Jackson,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Johnson,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Knox,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC
,Lake,10,1,0,3.8,F,18,2,0,7.0,F,12.2,FAIL
,LaPorte,22,3,1,9.5,F,0,0,0,0.0,A,10.1,PASS
,Madison,2,0,0,0.7,B,2,0,0,0.7,B,INC,INC
,Marion,16,0,0,5.3,F,18,0,0,6.0,F,12.7,FAIL
,Monroe,DNC,DNC,DNC,DNC,DNC,0,0,0,0.0,A,10.4,PASS
,Morgan,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
