Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”,Name: “Table 1 of 1 on page 108 of 179”
Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105,Table: 105
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,106
MINNESOTA,MINNESOTA,,,,,,,,,
American Lung Association in Minnesota,American Lung Association in Minnesota,,,,,,,,,
490 Concordia Avenue,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"St. Paul, MN 55103-2441",,,,,,,,,,
(651) 227-8014,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/minnesota,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Anoka,"336,414","84,229","36,411","7,406","20,210","10,531","16,479","17,636","27,583"
,Becker,"33,000","8,029","6,029",706,"1,957","1,204","2,065","2,110","4,384"
,Carlton,"35,348","8,148","5,495",716,"2,152","1,235","2,049","2,128","4,242"
,Cass,"28,357","5,992","6,441",527,"1,733","1,153","2,044","2,056","5,006"
,Crow Wing,"62,882","14,186","12,295","1,247","3,808","2,363","4,087","4,153","8,085"
,Dakota,"405,088","103,033","44,990","9,059","24,186","12,660","19,904","21,238","30,381"
,Goodhue,"46,336","10,755","8,180",946,"2,795","1,690","2,871","2,947","4,169"
,Hennepin,"1,184,576","266,530","140,505","23,434","73,566","37,561","59,155","62,795","151,955"
,Lake,"10,818","2,027","2,542",178,681,454,805,809,"1,207"
,Lyon,"25,543","6,227","3,598",548,"1,537",827,"1,349","1,406","3,049"
,Mille Lacs,"25,740","6,410","4,346",564,"1,522",898,"1,519","1,559","3,303"
,Olmsted,"147,066","36,681","19,570","3,225","8,792","4,739","7,668","8,041","14,125"
,Ramsey,"520,152","121,219","64,628","10,658","31,918","16,412","26,090","27,530","85,195"
,Scott,"135,152","39,575","11,442","3,480","7,710","3,766","5,705","6,194","7,129"
,St. Louis,"200,319","38,712","32,914","3,404","12,788","7,265","12,064","12,497","29,124"
,Stearns,"151,606","34,485","19,309","3,032","9,367","4,814","7,674","8,080","18,747"
,Washington,"244,088","62,552","28,616","5,500","14,497","7,808","12,408","13,189","13,346"
,Wright,"127,336","37,201","13,262","3,271","7,228","3,699","5,794","6,179","8,858"
,Totals,"3,719,821","885,991","460,573","77,900","226,445","119,079","189,731","200,546","419,888"
