Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”,Name: “Table 1 of 1 on page 135 of 179”
Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132,Table: 132
,,,,,,,,,,,,
,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
,,,,,,,24 Hour,24 Hour,,,Annual,Annual
,,,,Wgt.,,,,,Wgt.,,Design,Pass/
County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
Billings,0,0,0,0.0,A,0,0,0,0.0,A,4.4,PASS
Burke,0,0,0,0.0,A,0,0,0,0.0,A,INC,INC
Burleigh,0,0,0,0.0,A,0,0,0,0.0,A,6.8,PASS
Cass,0,0,0,0.0,A,0,0,0,0.0,A,8.0,PASS
Dunn,0,0,0,0.0,A,INC,INC,INC,INC,INC,INC,INC
McKenzie,0,0,0,0.0,A,0,0,0,0.0,A,INC,INC
Mercer,0,0,0,0.0,A,0,0,0,0.0,A,6.2,PASS
Oliver,0,0,0,0.0,A,INC,INC,INC,INC,INC,INC,INC
NORTH DAKOTA,,,,,,,,,,,,
,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,133
