Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”,Name: “Table 1 of 1 on page 83 of 179”
Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80,Table: 80
,,,,,,,,,,,,
,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
,,,,,,,24 Hour,24 Hour,,,Annual,
,,,,Wgt.,,,,,Wgt.,,Design,Pass/
County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
Adams,3,0,0,1.0,C,0,0,0,0.0,A,10.2,PASS
Champaign,8,0,0,2.7,D,0,0,0,0.0,A,9.9,PASS
Clark,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Cook,37,6,0,15.3,F,16,0,0,5.3,F,12.7,FAIL
DuPage,3,0,0,1.0,C,0,0,0,0.0,A,10.8,PASS
Effingham,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Hamilton,15,0,0,5.0,F,0,0,0,0.0,A,INC,INC
Jersey,16,2,0,6.3,F,0,0,0,0.0,A,10.0,PASS
Jo Daviess,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Kane,5,0,0,1.7,C,1,0,0,0.3,B,10.7,PASS
Lake,25,2,0,9.3,F,INC,INC,INC,INC,INC,INC,INC
LaSalle,DNC,DNC,DNC,DNC,DNC,INC,INC,INC,INC,INC,INC,INC
McHenry,4,1,0,1.8,C,0,0,0,0.0,A,10.2,PASS
McLean,7,0,0,2.3,D,1,0,0,0.3,B,10.2,PASS
Macon,6,0,0,2.0,C,0,0,0,0.0,A,11.2,PASS
Macoupin,5,0,0,1.7,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
Madison,48,4,0,18.0,F,3,0,0,1.0,C,13.5,FAIL
Peoria,8,0,0,2.7,D,0,0,0,0.0,A,11.0,PASS
Randolph,13,0,0,4.3,F,0,0,0,0.0,A,9.3,PASS
Rock Island,0,0,0,0.0,A,0,0,0,0.0,A,10.2,PASS
St. Clair,21,0,0,7.0,F,2,0,0,0.7,B,12.2,FAIL
Sangamon,10,0,0,3.3,F,0,0,0,0.0,A,10.6,PASS
Will,2,0,0,0.7,B,1,0,0,0.3,B,11.0,PASS
Winnebago,0,0,0,0.0,A,3,0,0,1.0,C,9.8,PASS
ILLINOIS,,,,,,,,,,,,
,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,81
