Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”,Name: “Table 1 of 1 on page 146 of 179”
Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143,Table: 143
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,144
PENNSYLVANIA,PENNSYLVANIA,,,,,,,,,,,,
American Lung Association in Pennsylvania,American Lung Association in Pennsylvania,,,,,,,,,,,,
3001 Old Gettysburg Road,,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
"Camp Hill, PA 17011-7206",,,,,,,,,,,,,
(717) 541-5864,,,,,,,,24 Hour,24 Hour,,,Annual,
www.lung.org/pennsylvania,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Adams,5,0,0,1.7,C,3,0,0,1.0,C,11.6,PASS
,Allegheny,43,1,0,14.8,F,50,5,0,19.2,F,14.8,FAIL
,Armstrong,10,0,0,3.3,F,3,0,0,1.0,C,11.7,PASS
,Beaver,12,0,0,4.0,F,2,0,0,0.7,B,12.0,PASS
,Berks,16,0,0,5.3,F,6,0,0,2.0,C,10.9,PASS
,Blair,13,0,0,4.3,F,3,0,0,1.0,C,INC,INC
,Bucks,30,2,0,11.0,F,9,1,0,3.5,F,10.9,PASS
,Cambria,6,0,0,2.0,C,9,0,0,3.0,D,12.3,FAIL
,Centre,10,0,0,3.3,F,6,0,0,2.0,C,9.5,PASS
,Chester,27,0,0,9.0,F,8,0,0,2.7,D,12.3,FAIL
,Clearfield,6,0,0,2.0,C,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Cumberland,DNC,DNC,DNC,DNC,DNC,14,0,0,4.7,F,11.0,PASS
,Dauphin,13,0,0,4.3,F,9,0,0,3.0,D,11.9,PASS
,Delaware,23,0,0,7.7,F,5,0,0,1.7,C,13.1,FAIL
,Elk,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Erie,14,1,0,5.2,F,2,0,0,0.7,B,INC,INC
,Franklin,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Greene,8,0,0,2.7,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Indiana,23,0,0,7.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Lackawanna,4,0,0,1.3,C,2,0,0,0.7,B,9.1,PASS
,Lancaster,32,1,0,11.2,F,14,0,0,4.7,F,12.1,FAIL
,Lawrence,7,0,0,2.3,D,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Lebanon,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC,INC
,Lehigh,21,0,0,7.0,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Luzerne,2,0,0,0.7,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Lycoming,1,0,0,0.3,B,DNC,DNC,DNC,DNC,DNC,DNC,DNC
