Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”,Name: “Table 1 of 1 on page 90 of 179”
Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87,Table: 87
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,88
KANSAS,,,,,,,,,,
American Lung Association in Kansas,American Lung Association in Kansas,,,,,,,,,
6701 W 64th Street Suite 110,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
Cloverleaf Office Park Building #5,,,,,,,,,,
"Overland Park, Kansas 66202",,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
(913) 912-7190,,,,,,,,,,
www.lung.org/kansas,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Johnson,"559,913","144,109","65,725","15,055","35,112","24,250","33,701","37,982","37,683"
,Leavenworth,"77,739","18,848","9,235","1,969","4,972","3,433","4,766","5,379","7,475"
,Linn,"9,441","2,129","1,904",222,601,511,778,814,"1,368"
,Riley,"75,508","13,710","5,515","1,432","5,496","2,647","3,195","3,885","14,134"
,Sedgwick,"503,889","135,161","60,588","14,120","31,188","21,492","30,023","33,601","81,454"
,Shawnee,"178,991","43,934","27,020","4,590","11,300","8,454","12,252","13,321","28,590"
,Sumner,"23,674","6,009","3,892",628,"1,464","1,162","1,717","1,844","3,079"
,Trego,"2,986",576,716,60,196,179,279,287,324
,Wyandotte,"159,129","45,134","17,403","4,715","9,691","6,446","8,875","10,034","37,368"
,Totals,"1,591,270","409,610","191,998","42,792","100,018","68,573","95,585","107,146","211,475"
