Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”,Name: “Table 1 of 1 on page 106 of 179”
Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103,Table: 103
,,,,,,,,,,,,,
,,,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,104
MICHIGAN,MICHIGAN,,,,,,,,,,,,
American Lung Association in Michigan,American Lung Association in Michigan,,,,,,,,,,,,
1475 E 12 Mile Road,,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH OZONE DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012,HIGH PARTICLE POLLUTION DAYS 2010–2012
"Oak Park, MI 48237",,,,,,,,,,,,,
(248) 784-2000,,,,,,,,24 Hour,24 Hour,,,Annual,Annual
www.lung.org/michigan,,,,,Wgt.,,,,,Wgt.,,Design,Pass/
,County,Orange,Red,Purple,Avg,Grade,Orange,Red,Purple,Avg,Grade,Value,Fail
,Allegan,31,4,0,12.3,F,0,0,0,0.0,A,8.5,PASS
,Bay,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,7.9,PASS
,Benzie,15,0,0,5.0,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Berrien,26,4,0,10.7,F,0,0,0,0.0,A,8.7,PASS
,Cass,18,2,0,7.0,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Chippewa,6,0,0,2.0,C,3,0,0,1.0,C,INC,INC
,Clinton,11,0,0,3.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Genesee,17,0,0,5.7,F,0,0,0,0.0,A,8.4,PASS
,Huron,11,1,0,4.2,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Ingham,9,0,0,3.0,D,0,0,0,0.0,A,8.8,PASS
,Kalamazoo,14,1,0,5.2,F,0,0,0,0.0,A,9.2,PASS
,Kent,20,0,0,6.7,F,1,0,0,0.3,B,9.6,PASS
,Lenawee,17,2,0,6.7,F,0,0,0,0.0,A,9.2,PASS
,Macomb,30,1,0,10.5,F,0,0,0,0.0,A,8.8,PASS
,Manistee,16,0,0,5.3,F,0,0,0,0.0,A,6.7,PASS
,Mason,14,0,0,4.7,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Missaukee,7,0,0,2.3,D,0,0,0,0.0,A,6.0,PASS
,Monroe,DNC,DNC,DNC,DNC,DNC,1,0,0,0.3,B,9.6,PASS
,Muskegon,30,2,0,11.0,F,1,0,0,0.3,B,8.5,PASS
,Oakland,18,1,0,6.5,F,0,0,0,0.0,A,9.3,PASS
,Ottawa,19,0,0,6.3,F,0,0,0,0.0,A,9.1,PASS
,St. Clair,15,1,0,5.5,F,1,0,0,0.3,B,9.2,PASS
,Schoolcraft,16,0,0,5.3,F,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Tuscola,INC,INC,INC,INC,INC,DNC,DNC,DNC,DNC,DNC,DNC,DNC
,Washtenaw,20,0,0,6.7,F,0,0,0,0.0,A,9.3,PASS
