Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”,Name: “Table 1 of 1 on page 70 of 179”
Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67,Table: 67
,,,,,,,,,,
,,,,,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,A M E R I C A N LU N G ASS O C I AT I O N STAT E   O F   T H E   A I R 2 01 4,68
FLORIDA,,,,,,,,,,
American Lung Association in Florida,American Lung Association in Florida,,,,,,,,,
6852 Belfort Oaks Place,,,,,AT-RISK GROUPS,AT-RISK GROUPS,AT-RISK GROUPS,,,
"Jacksonville, FL 32216",,,,,,,,,,
(904) 743-2933,,,,,Lung Diseases,Lung Diseases,Lung Diseases,,,
www.lung.org/florida,,,,,,,,,,
,,,,,,,,Cardio-,,
,,Total,,65 &,Pediatric,Adult,,vascular,,
,County,Population,Under 18,Over,Asthma,Asthma,COPD,Disease,Diabetes,Poverty
,Alachua,"251,417","44,507","28,977","3,913","16,894","13,836","16,319","18,712","63,656"
,Baker,"27,086","6,885","3,231",605,"1,660","1,447","1,815","2,084","4,627"
,Bay,"171,903","37,040","26,653","3,257","11,063","10,049","13,110","14,883","27,752"
,Brevard,"547,307","104,308","117,995","9,171","36,283","35,556","49,475","55,262","79,841"
,Broward,"1,815,137","392,227","266,206","34,486","116,778","104,910","135,455","154,267","274,118"
,Citrus,"139,360","21,336","47,132","1,876","9,582","10,471","15,797","17,134","25,611"
,Collier,"332,427","63,100","93,628","5,548","21,854","22,510","32,633","35,573","46,593"
,Columbia,"67,966","14,853","11,093","1,306","4,354","3,997","5,266","5,957","14,714"
,Duval,"879,602","203,559","104,894","17,898","55,498","47,890","59,483","68,361","155,085"
,Escambia,"302,715","64,000","45,909","5,627","19,552","17,494","22,525","25,556","50,534"
,Flagler,"98,359","18,537","26,132","1,630","6,505","6,677","9,641","10,597","14,919"
,Highlands,"98,128","17,864","32,397","1,571","6,488","6,988","10,460","11,273","21,275"
,Hillsborough,"1,277,746","297,971","158,563","26,199","80,373","69,686","87,000","99,701","240,099"
,Holmes,"19,804","4,189","3,571",368,"1,278","1,193","1,596","1,795","4,106"
,Indian River,"140,567","25,790","40,137","2,268","9,334","9,734","14,222","15,546","22,347"
,Lake,"303,186","61,662","76,543","5,422","19,655","19,811","28,239","31,028","46,642"
,Lee,"645,293","123,564","160,996","10,864","42,476","42,492","60,217","66,285","97,598"
,Leon,"283,769","52,899","29,150","4,651","18,870","15,251","17,712","20,432","57,223"
,Liberty,"8,276","1,735",924,153,537,457,558,645,"1,638"
,Manatee,"333,895","67,240","81,837","5,912","21,729","21,787","30,918","34,083","51,089"
,Marion,"335,125","63,443","89,823","5,578","22,096","22,560","32,469","35,581","60,707"
,Martin,"148,817","25,712","42,151","2,261","10,026","10,440","15,230","16,695","21,222"
,Miami-Dade,"2,591,035","545,150","376,482","47,932","167,577","148,358","189,140","215,046","531,969"
,Okaloosa,"190,083","42,025","27,174","3,695","12,136","10,778","13,777","15,680","24,347"
,Orange,"1,202,234","277,765","122,077","24,422","75,805","62,972","75,239","86,978","212,737"
