Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”,Name: “Table 1 of 1 on page 57 of 79”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,
OMB NO. 1810-0614,OMB NO. 1810-0614,,,,,Page 56
2.4.1.6,Academic Performance - Subpart 1,,,,,
"The following questions collect data on the academic performance of neglected and delinquent students served by Title I, Part","The following questions collect data on the academic performance of neglected and delinquent students served by Title I, Part","The following questions collect data on the academic performance of neglected and delinquent students served by Title I, Part","The following questions collect data on the academic performance of neglected and delinquent students served by Title I, Part","The following questions collect data on the academic performance of neglected and delinquent students served by Title I, Part","The following questions collect data on the academic performance of neglected and delinquent students served by Title I, Part","The following questions collect data on the academic performance of neglected and delinquent students served by Title I, Part"
"D, Subpart 1 in reading and mathematics.","D, Subpart 1 in reading and mathematics.",,,,,
2.4.1.6.1 Academic Performance in Reading – Subpart 1,2.4.1.6.1 Academic Performance in Reading – Subpart 1,2.4.1.6.1 Academic Performance in Reading – Subpart 1,2.4.1.6.1 Academic Performance in Reading – Subpart 1,,,
"In the tables below, provide the unduplicated number of long-term students served by Title I, Part D, Subpart 1, who participated","In the tables below, provide the unduplicated number of long-term students served by Title I, Part D, Subpart 1, who participated","In the tables below, provide the unduplicated number of long-term students served by Title I, Part D, Subpart 1, who participated","In the tables below, provide the unduplicated number of long-term students served by Title I, Part D, Subpart 1, who participated","In the tables below, provide the unduplicated number of long-term students served by Title I, Part D, Subpart 1, who participated","In the tables below, provide the unduplicated number of long-term students served by Title I, Part D, Subpart 1, who participated","In the tables below, provide the unduplicated number of long-term students served by Title I, Part D, Subpart 1, who participated"
"in reading testing. In the first table, report the number of students who tested below grade level upon entry based on their pre-","in reading testing. In the first table, report the number of students who tested below grade level upon entry based on their pre-","in reading testing. In the first table, report the number of students who tested below grade level upon entry based on their pre-","in reading testing. In the first table, report the number of students who tested below grade level upon entry based on their pre-","in reading testing. In the first table, report the number of students who tested below grade level upon entry based on their pre-","in reading testing. In the first table, report the number of students who tested below grade level upon entry based on their pre-","in reading testing. In the first table, report the number of students who tested below grade level upon entry based on their pre-"
"test. A post-test is not required to answer this item. Then, indicate the number of students who completed both a pre-test and a","test. A post-test is not required to answer this item. Then, indicate the number of students who completed both a pre-test and a","test. A post-test is not required to answer this item. Then, indicate the number of students who completed both a pre-test and a","test. A post-test is not required to answer this item. Then, indicate the number of students who completed both a pre-test and a","test. A post-test is not required to answer this item. Then, indicate the number of students who completed both a pre-test and a","test. A post-test is not required to answer this item. Then, indicate the number of students who completed both a pre-test and a","test. A post-test is not required to answer this item. Then, indicate the number of students who completed both a pre-test and a"
"post-test. In the second table, report only students who participated in both pre-and post-testing. Students should be reported in","post-test. In the second table, report only students who participated in both pre-and post-testing. Students should be reported in","post-test. In the second table, report only students who participated in both pre-and post-testing. Students should be reported in","post-test. In the second table, report only students who participated in both pre-and post-testing. Students should be reported in","post-test. In the second table, report only students who participated in both pre-and post-testing. Students should be reported in","post-test. In the second table, report only students who participated in both pre-and post-testing. Students should be reported in","post-test. In the second table, report only students who participated in both pre-and post-testing. Students should be reported in"
only one of the five change categories in the second table below.,only one of the five change categories in the second table below.,only one of the five change categories in the second table below.,only one of the five change categories in the second table below.,,,
