Name: “Table 1 of 1 on page 14 of 79”,Name: “Table 1 of 1 on page 14 of 79”,Name: “Table 1 of 1 on page 14 of 79”,Name: “Table 1 of 1 on page 14 of 79”
Table: 14,Table: 14,Table: 14,Table: 14
,,,
OMB NO. 1810-0614,OMB NO. 1810-0614,OMB NO. 1810-0614,Page 14
2.2,WILLIAM F.,"G OODLING E VEN S TART F AMILY LITERACY P ROGRAMS (T ITLE I, PART B, S UBPART 3)",
2.2.1,Subgrants and Even Start Program Participants,Subgrants and Even Start Program Participants,
"In the tables below, please provide information requested for the reporting program year July 1, 2010 to June 30, 2011.","In the tables below, please provide information requested for the reporting program year July 1, 2010 to June 30, 2011.","In the tables below, please provide information requested for the reporting program year July 1, 2010 to June 30, 2011.",
2.2.1.1 Federally Funded Even Start Subgrants in the State,2.2.1.1 Federally Funded Even Start Subgrants in the State,2.2.1.1 Federally Funded Even Start Subgrants in the State,
Number of federally funded Even Start subgrants,Number of federally funded Even Start subgrants,Number of federally funded Even Start subgrants,5
Comments:,,,
2.2.1.2 Even Start Families Participating During the Year,2.2.1.2 Even Start Families Participating During the Year,2.2.1.2 Even Start Families Participating During the Year,
"In the table below, provide the number of participants for each of the groups listed below. The following terms apply:","In the table below, provide the number of participants for each of the groups listed below. The following terms apply:","In the table below, provide the number of participants for each of the groups listed below. The following terms apply:",
1.,"""Participating"" means enrolled and participating in all four core instructional components.","""Participating"" means enrolled and participating in all four core instructional components.",
2.,"""Adults"" includes teen parents.","""Adults"" includes teen parents.",
3.,"For continuing children, calculate the age of the child on July 1, 2010. For newly enrolled children, calculate their age at","For continuing children, calculate the age of the child on July 1, 2010. For newly enrolled children, calculate their age at","For continuing children, calculate the age of the child on July 1, 2010. For newly enrolled children, calculate their age at"
,the time of enrollment in Even Start.,the time of enrollment in Even Start.,
4.,Do not use rounding rules to calculate children’s ages .,Do not use rounding rules to calculate children’s ages .,
The total number of participating children will be calculated automatically.,The total number of participating children will be calculated automatically.,The total number of participating children will be calculated automatically.,
,,,# Participants
1.,Families participating,Families participating,157
2.,Adults participating,Adults participating,168
3.,Adults participating who are limited English proficient (Adult English Learners),Adults participating who are limited English proficient (Adult English Learners),88
4.,Participating children,Participating children,237
,a.,Birth through 2 years,61
,b.,Ages 3 through 5,110
,c.,Ages 6 through 8,58
,c.,Above age 8,"n
    "
Comments:,,,
