Name: “Table 1 of 1 on page 10 of 79”,Name: “Table 1 of 1 on page 10 of 79”,Name: “Table 1 of 1 on page 10 of 79”,Name: “Table 1 of 1 on page 10 of 79”,Name: “Table 1 of 1 on page 10 of 79”,Name: “Table 1 of 1 on page 10 of 79”,Name: “Table 1 of 1 on page 10 of 79”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,
OMB NO. 1810-0614,OMB NO. 1810-0614,,,,,Page 10
"2.1.2.3 Student Participation in Title I, Part A by Grade Level","2.1.2.3 Student Participation in Title I, Part A by Grade Level","2.1.2.3 Student Participation in Title I, Part A by Grade Level","2.1.2.3 Student Participation in Title I, Part A by Grade Level",,,
"In the table below, provide the unduplicated number of students participating in Title I, Part A programs by grade level and by","In the table below, provide the unduplicated number of students participating in Title I, Part A programs by grade level and by","In the table below, provide the unduplicated number of students participating in Title I, Part A programs by grade level and by","In the table below, provide the unduplicated number of students participating in Title I, Part A programs by grade level and by","In the table below, provide the unduplicated number of students participating in Title I, Part A programs by grade level and by","In the table below, provide the unduplicated number of students participating in Title I, Part A programs by grade level and by","In the table below, provide the unduplicated number of students participating in Title I, Part A programs by grade level and by"
"type of program: Title I public targeted assistance programs (Public TAS), Title I schoolwide programs (Public SWP), private","type of program: Title I public targeted assistance programs (Public TAS), Title I schoolwide programs (Public SWP), private","type of program: Title I public targeted assistance programs (Public TAS), Title I schoolwide programs (Public SWP), private","type of program: Title I public targeted assistance programs (Public TAS), Title I schoolwide programs (Public SWP), private","type of program: Title I public targeted assistance programs (Public TAS), Title I schoolwide programs (Public SWP), private","type of program: Title I public targeted assistance programs (Public TAS), Title I schoolwide programs (Public SWP), private","type of program: Title I public targeted assistance programs (Public TAS), Title I schoolwide programs (Public SWP), private"
"school students participating in Title I programs (private), and Part A local neglected programs (local neglected). The totals","school students participating in Title I programs (private), and Part A local neglected programs (local neglected). The totals","school students participating in Title I programs (private), and Part A local neglected programs (local neglected). The totals","school students participating in Title I programs (private), and Part A local neglected programs (local neglected). The totals","school students participating in Title I programs (private), and Part A local neglected programs (local neglected). The totals","school students participating in Title I programs (private), and Part A local neglected programs (local neglected). The totals","school students participating in Title I programs (private), and Part A local neglected programs (local neglected). The totals"
column by type of program will be automatically calculated.,column by type of program will be automatically calculated.,column by type of program will be automatically calculated.,,,,
,,,,,Local,
,Age/Grade,Public TAS,Public SWP,Private,Neglected,Total
,Age 0-2,"n
    ","n
    ",0,0,229
Age 3-5 (not Kindergarten),Age 3-5 (not Kindergarten),73,"5,941",0,0,"6,014"
,K,"2,672","40,496",0,0,"43,168"
,1,"4,267","30,766",0,0,"35,033"
,2,"4,176","29,467",0,0,"33,643"
,3,"3,948","28,884",0,0,"32,832"
,4,"3,006","28,237",0,0,"31,243"
,5,"2,266","26,532",0,0,"28,798"
,6,711,"7,872",0,0,"8,583"
,7,534,"4,842",0,0,"5,376"
,8,638,"4,011",0,0,"4,649"
,9,381,0,0,0,381
,10,113,0,0,0,113
,11,111,0,0,0,111
,12,"n
    ","n
    ",0,0,63
,Ungraded,,,,,
,TOTALS,"22,961","207,275",0,0,"230,236"
Comments:,Virginia has no students under the classification of ungraded.,Virginia has no students under the classification of ungraded.,Virginia has no students under the classification of ungraded.,,,
