Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”,Name: “Table 1 of 1 on page 11 of 18”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,Selected Coded Field: Basic: Incident Type,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
442,Overheated motor,754,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.32 %,"31,450",0.02 %,"9,650",0.01 %,"41,100",0.02 %
,Light ballast breakdown,,,,,,,,,,,,,,,,,
443,,168,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"6,300",0.00 %,500,0.00 %,"6,800",0.00 %
444,Power line down,"6,472",0.95 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"88,500",0.05 %,"1,500",0.00 %,"90,000",0.04 %
,"Arcing, shorted electrical",,,,,,,,,,,,,,,,,
445,,"2,843",0.42 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"643,966",0.34 %,"526,446",0.80 %,"1,170,412",0.46 %
,equipment,,,,,,,,,,,,,,,,,
,"Biological hazard,",,,,,,,,,,,,,,,,,
451,confirmed or suspected,52,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,9,1.44 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Accident, potential",,,,,,,,,,,,,,,,,
460,,832,0.12 %,0,2,1.75 %,2,0.33 %,0,0.00 %,0,0.00 %,"18,500",0.01 %,0,0.00 %,"18,500",0.01 %
,"accident, other",,,,,,,,,,,,,,,,,
,Building or structure,,,,,,,,,,,,,,,,,
461,,480,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"905,000",0.48 %,"90,103",0.14 %,"995,103",0.39 %
,weakened or collapsed,,,,,,,,,,,,,,,,,
462,Aircraft standby,719,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Vehicle accident, general",,,,,,,,,,,,,,,,,
463,,"6,250",0.91 %,0,1,0.88 %,14,2.28 %,0,0.00 %,3,0.48 %,"1,206,875",0.64 %,"78,981",0.12 %,"1,285,856",0.51 %
,cleanup,,,,,,,,,,,,,,,,,
,"Explosive, bomb removal",,,,,,,,,,,,,,,,,
471,"(for bomb scare, use",59,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,721),,,,,,,,,,,,,,,,,
,"Attempted burning, illegal",,,,,,,,,,,,,,,,,
480,,121,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"action, other",,,,,,,,,,,,,,,,,
,Page 11 of 18,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 09:25:19 EST 2012,Thu Mar 08 09:25:19 EST 2012,Thu Mar 08 09:25:19 EST 2012
