-83.66827,36.60016,Hotel:Olde Mill Bead & Breakfast,Hotel:Olde Mill Bead & Breakfast,
-83.26431,36.50677,Building:Seal Mathis Community Center,Building:Seal Mathis Community Center,
-82.95301,36.96300,Building:Benham School House Inn,Building:Benham School House Inn,
-82.91860,36.96545,Building:Mine Rescue Station,Building:Mine Rescue Station,
-82.91798,36.96576,Building:Lamp House Number 2,Building:Lamp House Number 2,
-82.75920,36.85350,Building:Goodloe Center,Building:Goodloe Center,
-82.75900,36.85410,Building:Phillips-Taylor Hall,Building:Phillips-Taylor Hall,-
-82.75900,36.85510,Building:Robb Hall,Building:Robb Hall,
-82.75850,36.85490,Building:Holton Hall,Building:Holton Hall,
-82.75840,36.85430,Building:Godwin Hall,Building:Godwin Hall,
-82.75840,36.85600,Building:Dalton-Cantrell Hall,Building:Dalton-Cantrell Hall,- 
-82.72710,36.56760,Building:Bradshaw Mill,Building:Bradshaw Mill,
-82.62960,36.55316,Building:Allandale Mansion,Building:Allandale Mansion,
-82.56626,36.50121,Building:Childress Store,Building:Childress Store,
-82.38626,36.96010,Building:Grace House,Building:Grace House,
-82.17889,36.60583,Building:Adult Degree Center,Building:Adult Degree Center,
-82.17861,36.60556,Building:Paralegal Center,Building:Paralegal Center,
-82.17778,36.60583,Building:President&apos;s Home - Virginia Intermont College,Building:President&apos;s Home - Virginia Intermont College,
-82.17722,36.60417,Building:Harrison - Jones Hall,Building:Harrison - Jones Hall,
-82.17694,36.60667,Building:Blevins Art Building,Building:Blevins Art Building,
-82.17680,36.60511,Building:Hodges Hall,Building:Hodges Hall,
-82.17639,36.60472,Building:Dance Studios,Building:Dance Studios,
-82.17597,36.60483,Building:East Hall,Building:East Hall,
-82.17583,36.60417,Building:Intermont Hall,Building:Intermont Hall,
-82.17556,36.60500,Building:Turner Student Center,Building:Turner Student Center,
-82.17528,36.60472,Building:Photo House,Building:Photo House,
-82.17263,36.60650,Residential:Jane Hammit Memorial Orphanage,Residential:Jane Hammit Memorial Orphanage,
-81.83472,36.77194,Building:President&apos;s House - Emory and Henry College,Building:President&apos;s House - Emory and Henry College,
-81.83417,36.77306,Building:Collins House,Building:Collins House,
-81.83333,36.77333,Building:Wiley Jackson Hall,Building:Wiley Jackson Hall,
-81.83278,36.77194,Building:Miller - Fulton Hall,Building:Miller - Fulton Hall,-
-81.83278,36.77222,Building:McGlothlin - Street Hall,Building:McGlothlin - Street Hall,
-81.83222,36.77444,Building:Emily Williams House,Building:Emily Williams House,
-81.83111,36.77222,Building:Tobias Smyth House,Building:Tobias Smyth House,
-81.83083,36.77278,Building:Scarbrough House,Building:Scarbrough House,
-81.83083,36.77306,Building:Carriger and Matthews Halls,Building:Carriger and Matthews Halls,
-81.83056,36.77222,Building:Sullins Hall,Building:Sullins Hall,
-81.83028,36.77472,Building:J Stewart French Alumni House,Building:J Stewart French Alumni House,
-81.82917,36.77278,Building:Martin - Brock Student Center,Building:Martin - Brock Student Center,-
-81.82917,36.77528,Building:Emory Merchantile Company Building,Building:Emory Merchantile Company Building,
-81.82889,36.77389,Building:Van Dyke Center,Building:Van Dyke Center,
-81.82667,36.77583,Building:Weaver Hall,Building:Weaver Hall,
-81.78725,36.63385,Building:The Place,Building:The Place,
-81.78725,36.63385,Hostel:The Place,Hostel:The Place,
-81.51789,36.83234,Building:Marion Community Center,Building:Marion Community Center,
-81.49514,37.12411,Hotel:Fincastle Motor Inn,Hotel:Fincastle Motor Inn,
-81.31440,37.31870,Building:Isaac Bell Log Home,Building:Isaac Bell Log Home,
-81.21954,37.26873,Building:Union Mission Home,Building:Union Mission Home,
-81.18843,37.80373,Building:Wildwood House Senior Citizens Home,Building:Wildwood House Senior Citizens Home,
-81.18760,37.77706,Building:Soldiers and Sailors Memorial Building,Building:Soldiers and Sailors Memorial Building,
-81.15620,36.46957,Building:Whitehead Community Center,Building:Whitehead Community Center,
-81.13162,37.10155,Hotel:Big Walker Motel,Hotel:Big Walker Motel,
-81.12509,38.01661,Hotel,Hotel,
-80.94148,37.97928,Building:Glade Creek Grist Mill,Building:Glade Creek Grist Mill,
-80.90482,38.01178,Building:Old Stone House,Building:Old Stone House,
-80.88869,37.16845,Building:Bland State Correctional Farm,Building:Bland State Correctional Farm,
-80.66786,37.72373,Building:Federal Reformatory for Women,Building:Federal Reformatory for Women,
-80.59645,36.50430,Building:Reeves Community Center,Building:Reeves Community Center,
-80.57910,37.14175,Motel:Executive Motel,Motel:Executive Motel,
-80.55306,37.14056,Building:Leonard G Muse Hall,Building:Leonard G Muse Hall,
-80.55278,37.13778,Building:Doctor Thomas C Walker Hall,Building:Doctor Thomas C Walker Hall,
-80.55278,37.13889,Building:James Hoge Tyler Hall,Building:James Hoge Tyler Hall,
-80.55256,37.13846,Building:Norwood Hall,Building:Norwood Hall,
-80.55256,37.13874,Residential:Tyler Dormitory,Residential:Tyler Dormitory,
-80.55250,37.13528,Building:Bettie Draper Hall,Building:Bettie Draper Hall,
-80.55250,37.13639,Building:Mary Draper Ingles Hall,Building:Mary Draper Ingles Hall,
-80.55228,37.13540,Building:Draper Hall,Building:Draper Hall,
-80.55228,37.13624,Building:Ingles Hall,Building:Ingles Hall,
-80.55222,37.13861,Building:Thomas Jefferson Hall,Building:Thomas Jefferson Hall,
-80.55194,37.13722,Building:Madame Elizabeth Russell Hall,Building:Madame Elizabeth Russell Hall,
-80.55172,37.13485,Building:Moffit Hall,Building:Moffit Hall,
-80.55167,37.13444,Building:Doctor M&apos;Ledge Moffett Hall,Building:Doctor M&apos;Ledge Moffett Hall,
-80.55089,37.13540,Building:Bolling Hall,Building:Bolling Hall,
-80.55089,37.13652,Building:Pocahontas Hall,Building:Pocahontas Hall,
-80.55083,37.13722,Building:Heth Hall,Building:Heth Hall,
-80.55083,37.13917,Building:Doctor Walter Reed Hall,Building:Doctor Walter Reed Hall,
-80.55056,37.13639,Building:President Doctor David Wilbur Peters Hall,Building:President Doctor David Wilbur Peters Hall,
-80.55033,37.13596,Building:Davey W Peters Hall,Building:Davey W Peters Hall,
-80.55028,37.13528,Building:Jane Buchanan House,Building:Jane Buchanan House,
-80.55028,37.13778,Building:Jeremy Whitt Hall,Building:Jeremy Whitt Hall,
-80.55028,37.13944,Building:Madame Marie Curie Hall,Building:Madame Marie Curie Hall,
-80.55006,37.13790,Building:Whitt Hall,Building:Whitt Hall,
-80.55000,37.13722,Building:John B Floyd Hall,Building:John B Floyd Hall,
-80.55000,37.13833,Building:Doctor Robert Young Hall,Building:Doctor Robert Young Hall,
-80.55000,37.13889,Building:Colonel William Preston Hall,Building:Colonel William Preston Hall,
-80.54972,37.13500,Building:Waldron Hall,Building:Waldron Hall,
-80.54972,37.13917,Building:Doctor Charles K Martin Hall,Building:Doctor Charles K Martin Hall,
-80.54944,37.13750,Building:Henry C Stuart Hall,Building:Henry C Stuart Hall,
-80.54944,37.13806,Building:George M Davis Hall,Building:George M Davis Hall,
-80.54917,37.13694,Building:George C Peery Hall,Building:George C Peery Hall,
-80.54889,37.13722,Building:Elbert L Trinkle Hall,Building:Elbert L Trinkle Hall,
-80.54889,37.13778,Building:Reverend Doctor William Holmes McGuffey Hall,Building:Reverend Doctor William Holmes McGuffey Hall,
-80.54889,37.14139,Building:University Service Center,Building:University Service Center,
-80.54861,37.13833,Building:Robert Porterfield Hall,Building:Robert Porterfield Hall,
-80.54778,37.13833,Building:John Powell Hall,Building:John Powell Hall,
-80.54778,37.13889,Building:James Allen Building,Building:James Allen Building,
-80.54200,37.13846,Building:Dedmon Convocation Center,Building:Dedmon Convocation Center,
-80.54194,37.13833,Building:Doctor Donald N Dedmon Center,Building:Doctor Donald N Dedmon Center,
-80.54025,37.12639,Motel:La Quinta Inn,Motel:La Quinta Inn,
-80.53870,37.12650,Motel:Best Western Radford Inn,Motel:Best Western Radford Inn,
-80.53639,37.12273,Motel:Super 8,Motel:Super 8,8
-80.51561,37.10053,Motel:Comfort Inn,Motel:Comfort Inn,
-80.44275,37.12769,Building,Building,
-80.44270,37.12712,Building,Building,
-80.43845,37.12660,Building,Building,
-80.42020,37.22738,Building:Eggleston Hall,Building:Eggleston Hall,
-80.30815,37.78584,Hotel:The Greenbrier,Hotel:The Greenbrier,
-80.26196,37.56751,Building:Tingler&apos;s Mill,Building:Tingler&apos;s Mill,
-80.26166,37.56919,Hotel:The Depot Lodge,Hotel:The Depot Lodge,
-80.26139,37.56904,Hotel:Secton Forman&apos;s cottage,Hotel:Secton Forman&apos;s cottage,
-80.24173,37.62874,Building:Andrew S Rowan Memorial Home,Building:Andrew S Rowan Memorial Home,
-80.05833,37.29556,Building:Shenandoah Hall,Building:Shenandoah Hall,
-80.05806,37.29667,Building:Catawba Hall,Building:Catawba Hall,
-80.05778,37.29583,Building:Tabor Hall,Building:Tabor Hall,
-80.05778,37.29611,Building:Sigma Chi House,Building:Sigma Chi House,
-80.05694,37.29611,Building:Trexler Hall,Building:Trexler Hall,
-80.05667,37.29444,Building:Marion Hall,Building:Marion Hall,
-80.05667,37.29667,Building:Bast Center,Building:Bast Center,
-80.05643,37.29569,Building:Miller Hall,Building:Miller Hall,
-80.05639,37.29500,Building:Doctor William I Bartlett Hall,Building:Doctor William I Bartlett Hall,
-80.05611,37.29472,Building:Doctor Charles J Smith Hall,Building:Doctor Charles J Smith Hall,
-80.05583,37.29417,Building:Joseph E Crawford Hall,Building:Joseph E Crawford Hall,
-80.05583,37.29667,Building:Tristram C Colket Junior Center,Building:Tristram C Colket Junior Center,
-80.05556,37.29667,Building:Donald M Sutton Commons,Building:Donald M Sutton Commons,
-80.05532,37.29569,Building:Trout Hall,Building:Trout Hall,
-80.05528,37.29694,Building:Doctor Simon Carson Wells Hall,Building:Doctor Simon Carson Wells Hall,
-80.05528,37.29750,Building:Alpheus M Bowman Junior Hall,Building:Alpheus M Bowman Junior Hall,
-80.05500,37.29694,Building:Doctor William B Yonce Hall,Building:Doctor William B Yonce Hall,
-80.05472,37.29389,Building:Francis T West Hall,Building:Francis T West Hall,
-80.05472,37.29472,Building:James Chalmers Hall,Building:James Chalmers Hall,
-80.05472,37.29667,Building:Doctor Luther A Fox Hall,Building:Doctor Luther A Fox Hall,
-80.05417,37.29500,Building:Fowler Alumni House,Building:Fowler Alumni House,
-80.05389,37.29583,Building:Rosedawn Building,Building:Rosedawn Building,
-80.05060,37.29513,Building:Longwood,Building:Longwood,
-80.00532,37.23458,Building:Roanoke County Adminstration Building,Building:Roanoke County Adminstration Building,
-79.99004,37.25069,Building:Grandin Court Community Center,Building:Grandin Court Community Center,
-79.98587,37.29236,Building:Roanoke Methodist Home,Building:Roanoke Methodist Home,
-79.97698,37.26819,Residential:Mary Louisa Home for the Aged,Residential:Mary Louisa Home for the Aged,
-79.94837,37.24875,Building:Cherry Hill,Building:Cherry Hill,
-79.94417,37.35861,Building:President&apos;s House - Hollins University,Building:President&apos;s House - Hollins University,
-79.94361,37.35639,Building:Tinker House,Building:Tinker House,
-79.94333,37.35389,Building:The Moody Center,Building:The Moody Center,
-79.94306,37.35306,Building:Dana Science Building,Building:Dana Science Building,
-79.94278,37.35500,Building:Botetourt Hall,Building:Botetourt Hall,
-79.94254,37.35625,Building:Presser Hall,Building:Presser Hall,
-79.94226,37.35597,Building:Randolph Hall,Building:Randolph Hall,
-79.94222,37.35417,Building:Starkie House,Building:Starkie House,
-79.94194,37.35222,Building:Cromer Bergman Alumnae House,Building:Cromer Bergman Alumnae House,
-79.94194,37.35611,Building:Rathhaus,Building:Rathhaus,
-79.94167,37.35611,Building:Sandusky Hall,Building:Sandusky Hall,
-79.94143,37.35430,Building:Turner Hall,Building:Turner Hall,
-79.94139,37.35444,Building:Cocke Memorial Building,Building:Cocke Memorial Building,
