Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”,Name: “Table 1 of 1 on page 13 of 16”
Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13,Table: 13
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,,,,,,,,,,100.00,,,,,,,,
888,Fire station,"6,252",0.93 %,0,0,0.00 %,1,0.16 %,1,,71,11.66 %,"3,501",0.00 %,11,0.00 %,"3,512",0.00 %
,,,,,,,,,,%,,,,,,,,
891,Warehouse,"1,332",0.20 %,1,0,0.00 %,6,0.98 %,0,0.00 %,0,0.00 %,"446,000",0.24 %,"5,113,001",7.76 %,"5,559,001",2.18 %
,"Dock, marina, pier, wharf",,,,,,,,,,,,,,,,,
898,,160,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"49,300",0.03 %,0,0.00 %,"49,300",0.02 %
,Residential or self,,,,,,,,,,,,,,,,,
899,,176,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"70,600",0.04 %,"113,200",0.17 %,"183,800",0.07 %
,storage units,,,,,,,,,,,,,,,,,
,Outside or special,,,,,,,,,,,,,,,,,
900,,"4,332",0.65 %,10,1,0.88 %,4,0.65 %,0,0.00 %,14,2.30 %,"645,625",0.34 %,"96,883",0.15 %,"742,508",0.29 %
,"property, other",,,,,,,,,,,,,,,,,
919,"Dump, sanitary landfill",230,0.03 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"551,311",0.29 %,332,0.00 %,"551,643",0.22 %
921,"Bridge, trestle",349,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,"55,028",0.03 %,"2,108",0.00 %,"57,136",0.02 %
922,Tunnel,146,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"2,900",0.00 %,0,0.00 %,"2,900",0.00 %
,"Outbuilding, protective",,,,,,,,,,,,,,,,,
926,,197,0.03 %,2,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,"224,011",0.12 %,"83,771",0.13 %,"307,782",0.12 %
,shelter,,,,,,,,,,,,,,,,,
931,Open land or field,"6,038",0.90 %,17,2,1.75 %,4,0.65 %,0,0.00 %,7,1.15 %,"1,327,639",0.70 %,"137,087",0.21 %,"1,464,726",0.58 %
935,Campsite with utilities,281,0.04 %,3,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"179,601",0.10 %,"26,201",0.04 %,"205,802",0.08 %
,Page 13 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 09:23:14 EST 2012,Thu Mar 08 09:23:14 EST 2012,Thu Mar 08 09:23:14 EST 2012
