Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”,Name: “Table 1 of 1 on page 5 of 16”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
173,Bus station,392,0.06 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
174,Rapid transit station,439,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,310,0.00 %,310,0.00 %,620,0.00 %
180,"Studio/theater, other",76,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"100,000",0.05 %,1,0.00 %,"100,001",0.04 %
,Live performance theater,,,,,,,,,,,,,,,,,
181,,106,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Auditorium or concert hall,,,,,,,,,,,,,,,,,
182,,101,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,0,0.00 %
183,Movie theater,258,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,0,0.00 %
185,"Radio, television studio",17,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,000",0.00 %,0,0.00 %,"1,000",0.00 %
,Film/movie production,,,,,,,,,,,,,,,,,
186,,5,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,studio,,,,,,,,,,,,,,,,,
200,"Educational, other",956,0.14 %,0,0,0.00 %,0,0.00 %,0,0.00 %,31,5.09 %,"60,955",0.03 %,"11,050",0.02 %,"72,005",0.03 %
210,"Schools, non-adult","1,019",0.15 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.33 %,"11,100",0.01 %,"5,251",0.01 %,"16,351",0.01 %
211,Preschool,544,0.08 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,500,0.00 %,0,0.00 %,500,0.00 %
,Page 5 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:06 EST 2012,Thu Mar 08 08:47:06 EST 2012,Thu Mar 08 08:47:06 EST 2012
