Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”,Name: “Table 1 of 1 on page 14 of 16”
Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14,Table: 14
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
936,Vacant lot,"1,031",0.15 %,0,0,0.00 %,1,0.16 %,0,0.00 %,2,0.33 %,"127,394",0.07 %,"3,102",0.00 %,"130,496",0.05 %
937,Beach,331,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"497,101",0.26 %,"7,001",0.01 %,"504,102",0.20 %
,Graded and cared-for,,,,,,,,,,,,,,,,,
938,,"2,353",0.35 %,7,0,0.00 %,2,0.33 %,0,0.00 %,4,0.66 %,"270,079",0.14 %,"26,092",0.04 %,"296,171",0.12 %
,plots of land,,,,,,,,,,,,,,,,,
940,"Water area, other",312,0.05 %,2,2,1.75 %,0,0.00 %,0,0.00 %,0,0.00 %,"37,700",0.02 %,"2,000",0.00 %,"39,700",0.02 %
,"Open ocean, sea or tidal",,,,,,,,,,,,,,,,,
941,,190,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,100,0.00 %,500,0.00 %,600,0.00 %
,waters,,,,,,,,,,,,,,,,,
946,"Lake, river, stream",643,0.10 %,0,0,0.00 %,0,0.00 %,0,0.00 %,5,0.82 %,"26,501",0.01 %,"2,500",0.00 %,"29,001",0.01 %
951,Railroad right of way,345,0.05 %,0,2,1.75 %,0,0.00 %,0,0.00 %,1,0.16 %,"56,707",0.03 %,"1,005",0.00 %,"57,712",0.02 %
952,Railroad yard,110,0.02 %,0,1,0.88 %,3,0.49 %,0,0.00 %,0,0.00 %,"5,400",0.00 %,"1,000",0.00 %,"6,400",0.00 %
960,"Street, other","17,307",2.58 %,3,7,6.14 %,7,1.14 %,0,0.00 %,4,0.66 %,"1,240,267",0.66 %,"63,053",0.10 %,"1,303,320",0.51 %
,Highway or divided,,,,,,,,,,,,,,,,,
961,,"37,631",5.61 %,7,21,18.42 %,40,6.51 %,0,0.00 %,16,2.63 %,"7,505,885",3.98 %,"2,323,121",3.53 %,"9,829,006",3.86 %
,highway,,,,,,,,,,,,,,,,,
,"Residential street, road",,,,,,,,,,,,,,,,,
962,,"28,351",4.23 %,14,13,11.40 %,30,4.89 %,0,0.00 %,19,3.12 %,"4,022,051",2.13 %,"754,682",1.15 %,"4,776,733",1.88 %
,or residential driveway,,,,,,,,,,,,,,,,,
,Page 14 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 09:30:37 EST 2012,Thu Mar 08 09:30:37 EST 2012,Thu Mar 08 09:30:37 EST 2012
