Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”,Name: “Table 1 of 1 on page 11 of 16”
Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11,Table: 11
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,Communications center,,,,,,,,,,,,,,,,,
639,,207,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Utility or Distribution,,,,,,,,,,,,,,,,,
640,,236,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"5,000",0.00 %,"5,001",0.01 %,"10,001",0.00 %
,"system, other",,,,,,,,,,,,,,,,,
642,Electrical distribution,274,0.04 %,1,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"31,300",0.02 %,700,0.00 %,"32,000",0.01 %
,"Gas distribution, pipeline,",,,,,,,,,,,,,,,,,
644,gas distribution,89,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,000",0.00 %,0,0.00 %,"1,000",0.00 %
,Flammable liquid,,,,,,,,,,,,,,,,,
645,"distribution, pipeline,",30,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,flammable,,,,,,,,,,,,,,,,,
647,Water utility,128,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
648,Sanitation utility,129,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"3,200",0.00 %,200,0.00 %,"3,400",0.00 %
655,Crops or orchard,108,0.02 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"504,284",0.27 %,"157,845",0.24 %,"662,129",0.26 %
659,Livestock production,75,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"550,500",0.29 %,"135,000",0.20 %,"685,500",0.27 %
,"Forest, timberland,",,,,,,,,,,,,,,,,,
669,,677,0.10 %,6,0,0.00 %,1,0.16 %,0,0.00 %,5,0.82 %,"1,737,502",0.92 %,"254,654",0.39 %,"1,992,156",0.78 %
,woodland,,,,,,,,,,,,,,,,,
679,Mine or quarry,27,0.00 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"1,205,001",0.64 %,1,0.00 %,"1,205,002",0.47 %
,Page 11 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 09:23:12 EST 2012,Thu Mar 08 09:23:12 EST 2012,Thu Mar 08 09:23:12 EST 2012
