Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”,Name: “Table 1 of 1 on page 9 of 16”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Textile, wearing apparel",,,,,,,,,,,,,,,,,
529,,764,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,"63,001",0.03 %,"22,002",0.03 %,"85,003",0.03 %
,sales,,,,,,,,,,,,,,,,,
,"Household goods, sales,",,,,,,,,,,,,,,,,,
539,,720,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,779,275",0.94 %,"175,501",0.27 %,"1,954,776",0.77 %
,repairs,,,,,,,,,,,,,,,,,
549,Specialty shop,"1,536",0.23 %,0,0,0.00 %,0,0.00 %,0,0.00 %,2,0.33 %,"3,108,250",1.65 %,"2,405,051",3.65 %,"5,513,301",2.17 %
,"Personal service,",,,,,,,,,,,,,,,,,
557,including barber & beauty,717,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"62,450",0.03 %,"6,602",0.01 %,"69,052",0.03 %
,shops,,,,,,,,,,,,,,,,,
,"Recreational, hobby,",,,,,,,,,,,,,,,,,
559,"home repair sales, pet",490,0.07 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,"8,551",0.00 %,"11,502",0.02 %,"20,053",0.01 %
,store,,,,,,,,,,,,,,,,,
564,"Laundry, dry cleaning",336,0.05 %,0,1,0.88 %,1,0.16 %,0,0.00 %,0,0.00 %,"391,400",0.21 %,"235,550",0.36 %,"626,950",0.25 %
,"Professional supplies,",,,,,,,,,,,,,,,,,
569,,"1,069",0.16 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,"1,396,575",0.74 %,"1,261,151",1.91 %,"2,657,726",1.04 %
,services,,,,,,,,,,,,,,,,,
,"Service station, gas",,,,,,,,,,,,,,,,,
571,,"1,904",0.28 %,1,0,0.00 %,2,0.33 %,0,0.00 %,1,0.16 %,"210,081",0.11 %,"41,664",0.06 %,"251,745",0.10 %
,station,,,,,,,,,,,,,,,,,
,Motor vehicle or boat,,,,,,,,,,,,,,,,,
579,,"1,240",0.18 %,5,0,0.00 %,2,0.33 %,0,0.00 %,2,0.33 %,"679,908",0.36 %,"213,903",0.32 %,"893,811",0.35 %
,"sales, services, repair",,,,,,,,,,,,,,,,,
580,"General retail, other","1,901",0.28 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"265,756",0.14 %,"219,607",0.33 %,"485,363",0.19 %
,Department or discount,,,,,,,,,,,,,,,,,
581,,"2,435",0.36 %,0,0,0.00 %,1,0.16 %,0,0.00 %,0,0.00 %,"96,201",0.05 %,"17,416",0.03 %,"113,617",0.04 %
,store,,,,,,,,,,,,,,,,,
,Page 9 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 09:23:11 EST 2012,Thu Mar 08 09:23:11 EST 2012,Thu Mar 08 09:23:11 EST 2012
