Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”,Name: “Table 1 of 1 on page 8 of 16”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,,"256,193",,,,,,,,,,,,,,,,
419,1 or 2 family dwelling,,38.20 %,139,43,37.72 %,271,44.14 %,0,0.00 %,197,32.35 %,"81,125,953",43.00 %,"26,538,170",40.29 %,"107,664,123",42.30 %
429,Multifamily dwellings,"77,887",11.61 %,35,4,3.51 %,140,22.80 %,0,0.00 %,62,10.18 %,"20,431,696",10.83 %,"4,873,354",7.40 %,"25,305,050",9.94 %
,"Boarding/rooming house,",,,,,,,,,,,,,,,,,
439,residential hotels,"2,594",0.39 %,0,0,0.00 %,5,0.81 %,0,0.00 %,0,0.00 %,"95,620",0.05 %,"6,390",0.01 %,"102,010",0.04 %
,"Hotel/motel, commercial",,,,,,,,,,,,,,,,,
449,,"8,864",1.32 %,0,1,0.88 %,5,0.81 %,0,0.00 %,2,0.33 %,"1,775,340",0.94 %,"436,449",0.66 %,"2,211,789",0.87 %
,Residential board and,,,,,,,,,,,,,,,,,
459,,"4,244",0.63 %,0,0,0.00 %,3,0.49 %,0,0.00 %,1,0.16 %,"92,608",0.05 %,"58,668",0.09 %,"151,276",0.06 %
,care,,,,,,,,,,,,,,,,,
,Dormitory type,,,,,,,,,,,,,,,,,
460,,"2,976",0.44 %,0,0,0.00 %,2,0.33 %,0,0.00 %,3,0.49 %,"53,727",0.03 %,"9,860",0.01 %,"63,587",0.02 %
,"residence, other",,,,,,,,,,,,,,,,,
,"Sorority house, fraternity",,,,,,,,,,,,,,,,,
462,,156,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,house,,,,,,,,,,,,,,,,,
464,"Barracks, dormitory",763,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,100,0.00 %,75,0.00 %,175,0.00 %
,"Mercantile, business,",,,,,,,,,,,,,,,,,
500,,"5,405",0.81 %,3,0,0.00 %,1,0.16 %,0,0.00 %,3,0.49 %,"472,634",0.25 %,"272,262",0.41 %,"744,896",0.29 %
,other,,,,,,,,,,,,,,,,,
511,Convenience store,"3,246",0.48 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"172,400",0.09 %,"74,913",0.11 %,"247,313",0.10 %
,Food and beverage,,,,,,,,,,,,,,,,,
519,,"5,892",0.88 %,2,0,0.00 %,0,0.00 %,0,0.00 %,4,0.66 %,"329,465",0.17 %,"219,041",0.33 %,"548,506",0.22 %
,"sales, grocery store",,,,,,,,,,,,,,,,,
,Page 8 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 09:15:57 EST 2012,Thu Mar 08 09:15:57 EST 2012,Thu Mar 08 09:15:57 EST 2012
