Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”,Name: “Table 1 of 1 on page 3 of 16”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,"Convention center,",,,,,,,,,,,,,,,,,
122,,258,0.04 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,exhibition hall,,,,,,,,,,,,,,,,,
123,"Stadium, arena",706,0.11 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,1,0.00 %,1,0.00 %
124,Playground,591,0.09 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"135,301",0.07 %,309,0.00 %,"135,610",0.05 %
,Amusement center:,,,,,,,,,,,,,,,,,
129,,222,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,000",0.00 %,"1,000",0.00 %
,indoor/outdoor,,,,,,,,,,,,,,,,,
,"Places of worship,",,,,,,,,,,,,,,,,,
130,,344,0.05 %,1,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"130,005",0.07 %,"12,005",0.02 %,"142,010",0.06 %
,funeral parlors,,,,,,,,,,,,,,,,,
,"Church, mosque,",,,,,,,,,,,,,,,,,
131,"synagogue, temple,","4,379",0.65 %,0,2,1.75 %,0,0.00 %,0,0.00 %,2,0.33 %,"1,060,070",0.56 %,"530,576",0.81 %,"1,590,646",0.62 %
,chapel,,,,,,,,,,,,,,,,,
134,Funeral parlor,98,0.01 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"66,000",0.03 %,"11,000",0.02 %,"77,000",0.03 %
140,"Clubs, other",337,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"16,250",0.01 %,"2,700",0.00 %,"18,950",0.01 %
141,Athletic/health club,"1,136",0.17 %,0,0,0.00 %,0,0.00 %,0,0.00 %,1,0.16 %,"15,000",0.01 %,250,0.00 %,"15,250",0.01 %
142,Clubhouse,406,0.06 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"167,750",0.09 %,"100,450",0.15 %,"268,200",0.11 %
143,Yacht Club,28,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,Page 3 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 08:47:04 EST 2012,Thu Mar 08 08:47:04 EST 2012,Thu Mar 08 08:47:04 EST 2012
