Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”,Name: “Table 1 of 1 on page 15 of 16”
Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15,Table: 15
,,,,,,,,,,,,,,,,,,
Tally,,,,,,,,,,,,,,,,,,
,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,Selected Coded Field: Basic: Property Use,,,,,,,,,,,,,
,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,Report Period: From 01/01/2011 to 12/31/2011,,,,,,,,,,,
CODE,Description,FREQ,FREQ,EXPs,CIV,CIV,CIV,CIV,FF,FF,FF,FF,PROP LOSS,PROP,CONT LOSS,CONT,TOTAL LOSS,TOT
,,,%,,DTHS,DTHS,INJS,INJS,DTHS,DTHS,INJS,INJS,,LOSS,,LOSS,,LOSS
,,,,,,%,,%,,%,,%,,%,,%,,%
,Street or road in,,,,,,,,,,,,,,,,,
963,,"15,258",2.28 %,0,1,0.88 %,11,1.79 %,0,0.00 %,7,1.15 %,"1,043,825",0.55 %,"174,096",0.26 %,"1,217,921",0.48 %
,commercial area,,,,,,,,,,,,,,,,,
965,Vehicle parking area,"13,679",2.04 %,48,0,0.00 %,4,0.65 %,0,0.00 %,19,3.12 %,"3,302,913",1.75 %,"274,635",0.42 %,"3,577,548",1.41 %
972,Aircraft runway,265,0.04 %,0,2,1.75 %,2,0.33 %,0,0.00 %,1,0.16 %,"750,000",0.40 %,"500,001",0.76 %,"1,250,001",0.49 %
973,Aircraft taxi-way,126,0.02 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
974,Aircraft loading area,812,0.12 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"340,200",0.18 %,0,0.00 %,"340,200",0.13 %
981,Construction site,313,0.05 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"688,750",0.37 %,"15,710",0.02 %,"704,460",0.28 %
982,Oil or gas field,8,0.00 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %
,"Pipeline, power line or",,,,,,,,,,,,,,,,,
983,other utility right of way,620,0.09 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"131,511",0.07 %,752,0.00 %,"132,263",0.05 %
,Industrial plant yard -,,,,,,,,,,,,,,,,,
984,,234,0.03 %,0,0,0.00 %,0,0.00 %,0,0.00 %,0,0.00 %,"1,049,001",0.56 %,"146,501",0.22 %,"1,195,502",0.47 %
,area,,,,,,,,,,,,,,,,,
NNN,None,"9,152",1.36 %,0,5,4.39 %,18,2.93 %,0,0.00 %,3,0.49 %,"2,087,187",1.11 %,"331,513",0.50 %,"2,418,700",0.95 %
UUU,Undetermined,"8,444",1.26 %,2,2,1.75 %,4,0.65 %,0,0.00 %,3,0.49 %,"154,596",0.08 %,"10,976",0.02 %,"165,572",0.07 %
,Page 15 of 16,,,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Thu Mar 08 09:30:40 EST 2012,Thu Mar 08 09:30:40 EST 2012,Thu Mar 08 09:30:40 EST 2012
