Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”,Name: “Table 1 of 1 on page 47 of 124”
Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47,Table: 47
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,INDEPENDENCE VOL. FIRE,INDEPENDENCE VOL. FIRE,INDEPENDENCE VOL. FIRE,,,,,,,,,,
07703,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,4,4,3,5,6,2,5,3,7,5,3,4,51
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,MOUNT ROGERS VOL. FIRE,MOUNT ROGERS VOL. FIRE,MOUNT ROGERS VOL. FIRE,,,,,,,,,,
07704,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,6,3,3,11,22,12,22,14,22,16,9,4,144
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,1,0,0,2
07706,RUGBY FIRE DEPT.,RUGBY FIRE DEPT.,,,,,,,,,,,
Count,3,1,2,6,7,2,3,3,5,5,0,0,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,3,1,0,0,0,0,1,0,0,6
,RUCKERSVILLE VOL. FIRE,RUCKERSVILLE VOL. FIRE,RUCKERSVILLE VOL. FIRE,,,,,,,,,,
07901,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,41,46,34,26,39,27,30,30,47,47,45,46,458
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,5,6,12,7,1,4,7,6,7,5,65
Page 47 of 124,Page 47 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:48:58 EST 2011,Fri Mar 11 09:48:58 EST 2011
