Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”,Name: “Table 1 of 1 on page 58 of 124”
Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58,Table: 58
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,CENTRAL KING & QUEEN,CENTRAL KING & QUEEN,CENTRAL KING & QUEEN,,,,,,,,,,
09701,,,,,,,,,,,,,
,VOL. FIRE,,,,,,,,,,,,
Count,4,0,0,0,0,0,0,0,0,2,0,0,6
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
09702,LOWER KING & QUEEN VFD,LOWER KING & QUEEN VFD,LOWER KING & QUEEN VFD,,,,,,,,,,
Count,0,7,5,4,6,9,5,6,6,3,7,7,65
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,3,1,5,1,2,3,2,1,0,3,24
,UPPER KING & QUEEN VOL.,UPPER KING & QUEEN VOL.,UPPER KING & QUEEN VOL.,,,,,,,,,,
09703,,,,,,,,,,,,,
,FIRE,,,,,,,,,,,,
Count,2,9,4,2,5,4,6,2,7,3,3,7,54
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,1,1,0,0,0,0,1,0,4
09704,WALKERTON VOL. FIRE,WALKERTON VOL. FIRE,,,,,,,,,,,
Count,6,5,9,10,3,10,11,4,5,4,6,6,79
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,2,3,2,5,2,0,1,0,1,4,21
Page 58 of 124,Page 58 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:10 EST 2011,Fri Mar 11 10:01:10 EST 2011
