Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”,Name: “Table 1 of 1 on page 33 of 124”
Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33,Table: 33
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
05301,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,Dinwiddie Vol. Fire & Rescue,,,,,,,,,,
Count,33,26,20,24,28,10,10,12,11,8,19,10,211
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,2,4,4,0,3,1,0,0,2,0,23
05302,FORD VOL. FIRE DEPT.,FORD VOL. FIRE DEPT.,,,,,,,,,,,
Count,28,28,26,33,34,24,37,25,26,34,41,36,372
Exposures,0,0,0,0,0,0,0,0,3,0,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,1,3,2,1,3,0,1,1,2,2,19
05303,McKenney Vol. Fire Dept.,McKenney Vol. Fire Dept.,,,,,,,,,,,
Count,14,12,18,8,17,5,14,7,4,3,0,1,103
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,2,0,0,5,3,4,4,5,1,0,0,27
,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,NAMOZINE VOL. FIRE & RES,,,,,,,,,,
05304,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,48,46,51,46,41,38,47,37,39,32,50,42,517
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,1,2,4,4,5,10,3,8,5,9,10,69
Page 33 of 124,Page 33 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:59 EST 2011,Fri Mar 11 09:41:59 EST 2011
