Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”,Name: “Table 1 of 1 on page 88 of 124”
Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88,Table: 88
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Sperryville Volunteer Fire Dep,Sperryville Volunteer Fire Dep,Sperryville Volunteer Fire Dep,,,,,,,,,,
15702,,,,,,,,,,,,,
Count,3,11,4,6,1,6,5,3,2,7,3,4,55
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,17,10,4,7,9,8,11,6,8,9,11,109
,AMISSVILLE VOLUNTEER,AMISSVILLE VOLUNTEER,AMISSVILLE VOLUNTEER,,,,,,,,,,
15703,,,,,,,,,,,,,
,FIRE & RE,,,,,,,,,,,,
Count,20,44,40,37,22,18,36,23,22,27,31,37,357
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,13,10,13,9,15,20,7,12,12,13,26,163
15704,FLINT HILL VOL. FIRE DEPT.,FLINT HILL VOL. FIRE DEPT.,FLINT HILL VOL. FIRE DEPT.,,,,,,,,,,
Count,4,8,3,6,6,1,12,5,7,2,0,7,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,5,4,2,2,5,4,0,1,2,0,33
15705,CASTLETON VOL. FIRE,CASTLETON VOL. FIRE,,,,,,,,,,,
Count,4,2,2,0,0,0,0,0,0,0,0,0,8
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,0,0,0,0,0,0,0,0,0,2
Page 88 of 124,Page 88 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:48 EST 2011,Fri Mar 11 10:12:48 EST 2011
