Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”,Name: “Table 1 of 1 on page 28 of 124”
Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28,Table: 28
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Boyce Volunteer Fire Company,Boyce Volunteer Fire Company,Boyce Volunteer Fire Company,,,,,,,,,,
04304,,,,,,,,,,,,,
Count,20,33,33,30,32,28,38,20,22,35,24,0,315
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,12,14,10,16,18,16,17,8,5,2,0,126
,SHENANDOAH FARMS VOL,SHENANDOAH FARMS VOL,SHENANDOAH FARMS VOL,,,,,,,,,,
04306,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,16,8,13,2,11,14,21,9,0,8,13,4,119
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,2,2,2,7,9,7,3,0,8,2,2,50
04308,Blue Ridge Fire and Rescue,Blue Ridge Fire and Rescue,Blue Ridge Fire and Rescue,,,,,,,,,,
Count,9,9,7,11,9,3,4,1,11,0,0,0,64
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,23,17,18,11,11,3,2,2,12,0,0,0,99
,JOHN'S CREEK VOL. FIRE,JOHN'S CREEK VOL. FIRE,JOHN'S CREEK VOL. FIRE,,,,,,,,,,
04501,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,0,0,0,0,0,0,0,0,0,1,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,2,0,2,4
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 28 of 124,Page 28 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:59 EST 2011,Fri Mar 11 09:41:59 EST 2011
