Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”,Name: “Table 1 of 1 on page 76 of 124”
Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76,Table: 76
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,SHENANDOAH VOL. FIRE,SHENANDOAH VOL. FIRE,SHENANDOAH VOL. FIRE,,,,,,,,,,
13902,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,33,59,32,19,15,19,27,19,27,21,20,20,311
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,7,3,0,5,3,6,3,0,1,2,2,32
13903,STANLEY VOL. FIRE DEPT.,STANLEY VOL. FIRE DEPT.,STANLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,41,75,35,43,34,28,49,41,35,44,43,37,505
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,5,4,2,5,2,3,3,0,4,2,2,32
14101,ARARAT VOL. FIRE DEPT.,ARARAT VOL. FIRE DEPT.,ARARAT VOL. FIRE DEPT.,,,,,,,,,,
Count,8,8,9,10,13,17,10,6,7,5,1,7,101
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,5,2,1,6,1,1,2,0,2,4,26
14102,CCDF VOL. FIRE DEPT.,CCDF VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,6,6,9,8,10,12,0,0,0,0,0,57
Exposures,0,1,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,2,0,0,1,1,0,0,0,0,0,7
Page 76 of 124,Page 76 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:13 EST 2011,Fri Mar 11 10:01:13 EST 2011
