Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”,Name: “Table 1 of 1 on page 46 of 124”
Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46,Table: 46
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
07310,Gloucester Vol. Fire & Rescue,Gloucester Vol. Fire & Rescue,Gloucester Vol. Fire & Rescue,,,,,,,,,,
Count,71,47,44,47,69,50,52,40,45,50,34,70,619
Exposures,0,2,0,0,0,0,0,0,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,7,2,5,3,5,0,1,5,1,5,38
,Goochand Co. Fire/Rescue,Goochand Co. Fire/Rescue,Goochand Co. Fire/Rescue,,,,,,,,,,
07500,,,,,,,,,,,,,
,Dept.,,,,,,,,,,,,
Count,81,109,58,70,62,81,83,87,70,80,73,76,930
Exposures,0,0,0,0,0,0,0,0,8,0,0,0,8
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,1,1,0,0,0,2,0,1,1,8
07701,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,ELK CREEK VOL. FIRE DEPT.,,,,,,,,,,
Count,1,2,1,3,3,2,0,1,1,2,0,0,16
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,1,0,0,0,1,1,3
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
07702,FRIES VOL. FIRE DEPT.,FRIES VOL. FIRE DEPT.,,,,,,,,,,,
Count,44,46,25,31,1,1,0,1,0,2,2,0,153
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,1,0,0,0,0,1,0,0,0,2
Aid Given,2,0,0,0,0,1,0,0,0,0,0,0,3
Page 46 of 124,Page 46 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:48:58 EST 2011,Fri Mar 11 09:48:58 EST 2011
