Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”,Name: “Table 1 of 1 on page 27 of 124”
Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27,Table: 27
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Drakes Branch Vol. Fire Dept.,Drakes Branch Vol. Fire Dept.,Drakes Branch Vol. Fire Dept.,,,,,,,,,,
03704,,,,,,,,,,,,,
Count,3,5,14,18,11,19,22,21,29,17,16,13,188
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,3,3,0,0,5,1,0,1,3,0,20
03707,RED HOUSE VOL. FIRE,RED HOUSE VOL. FIRE,,,,,,,,,,,
Count,5,4,2,0,0,0,0,0,0,0,0,0,11
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,0,0,0,0,0,0,0,0,0,3
04100,Chesterfield Fire & EMS,Chesterfield Fire & EMS,,,,,,,,,,,
Count,"2,563","2,251","2,430","2,562","2,694","2,757","2,859","2,669","2,682","2,605","2,454","2,714","31,240"
Exposures,4,0,1,6,6,4,4,0,4,1,2,8,40
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,9,11,19,22,14,26,16,19,20,31,196
,John H Enders Fire and,John H Enders Fire and,,,,,,,,,,,
04301,,,,,,,,,,,,,
,Rescue,,,,,,,,,,,,
Count,10,13,8,14,33,34,40,25,27,38,56,49,347
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,4,8,7,9,7,3,9,11,7,11,84
Page 27 of 124,Page 27 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:59 EST 2011,Fri Mar 11 09:41:59 EST 2011
