Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”,Name: “Table 1 of 1 on page 121 of 124”
Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121,Table: 121
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
79000,Staunton Fire Department,Staunton Fire Department,Staunton Fire Department,,,,,,,,,,
Count,222,242,241,225,262,194,272,232,210,224,203,241,"2,768"
Exposures,0,0,0,1,0,0,0,0,3,0,0,0,4
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,15,20,13,19,16,14,14,19,12,16,23,195
80000,Suffolk Fire Department,Suffolk Fire Department,,,,,,,,,,,
Count,880,797,961,958,"1,004",905,939,917,926,923,922,"1,012","11,144"
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,3,4,4,3,4,6,0,3,4,4,43
,CHUCKATUCK VOLUNTEER,CHUCKATUCK VOLUNTEER,CHUCKATUCK VOLUNTEER,,,,,,,,,,
80001,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,6,4,5,5,5,4,11,9,6,5,3,1,64
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,1,0,0,0,0,0,2
,DRIVER VOLUNTEER FIRE,DRIVER VOLUNTEER FIRE,DRIVER VOLUNTEER FIRE,,,,,,,,,,
80002,,,,,,,,,,,,,
,DEPARTME,,,,,,,,,,,,
Count,2,1,4,2,2,0,3,0,2,2,3,2,23
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 121 of 124,Page 121 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:35:29 EST 2011,Fri Mar 11 10:35:29 EST 2011
