Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”,Name: “Table 1 of 1 on page 82 of 124”
Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82,Table: 82
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14317,DRY FORK VFD,DRY FORK VFD,,,,,,,,,,,
Count,18,31,11,11,7,13,10,2,0,0,0,0,103
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,0,0,2,0,0,0,0,0,0,5
14318,Cascade,,,,,,,,,,,,
Count,7,19,16,6,15,3,8,5,6,10,5,6,106
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,3,1,1,0,0,2,1,3,3,3,1,19
14319,KENTUCK VOL. FIRE DEPT.,KENTUCK VOL. FIRE DEPT.,KENTUCK VOL. FIRE DEPT.,,,,,,,,,,
Count,33,37,31,32,20,18,31,16,32,22,24,17,313
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,1,2,2,0,1,3,0,7,5,0,4,30
14320,KEELING VOL. FIRE DEPT.,KEELING VOL. FIRE DEPT.,KEELING VOL. FIRE DEPT.,,,,,,,,,,
Count,18,8,12,5,9,14,10,4,0,0,0,0,80
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,0,0,1,0,1,0,0,0,0,0,5
Page 82 of 124,Page 82 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:14 EST 2011,Fri Mar 11 10:01:14 EST 2011
